"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: American Samoa","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","205.0","90.0","115.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","68.0","26.0","42.0","-"
"25-34 years","71.0","30.0","41.0","-"
"35-44 years","39.0","17.0","22.0","-"
"45-54 years","18.0","D","D","-"
"55-64 years","D","D","D","-"
"65 years and over","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","78.0","D","D","-"
"Married","122.0","57.0","65.0","-"
"Other","4.0","D","D","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","19.0","8.0","11.0","-"
"Service occupations","19.0","8.0","11.0","-"
"Sales and office occupations","10.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","7.0","D","D","-"
"Military","30.0","19.0","11.0","-"
"No occupation/not working outside home","45.0","14.0","31.0","-"
"Homemakers","D","-","D","-"
"Students or children","20.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","18.0","6.0","12.0","-"
"Unknown","66.0","26.0","40.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","45.0","17.0","28.0","-"
"Colorado","D","-","D","-"
"Georgia","D","-","D","-"
"Nevada","4.0","D","D","-"
"New Jersey","D","D","-","-"
"North Carolina","D","D","-","-"
"Ohio","D","-","D","-"
"Texas","8.0","D","D","-"
"Virginia","12.0","5.0","7.0","-"
"Washington","30.0","12.0","18.0","-"
"Other","98.0","44.0","54.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
