"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Bosnia and Herzegovina","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","4259.0","2036.0","2223.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","664.0","301.0","363.0","-"
"25-34 years","1141.0","566.0","575.0","-"
"35-44 years","902.0","417.0","485.0","-"
"45-54 years","854.0","401.0","453.0","-"
"55-64 years","512.0","261.0","251.0","-"
"65 years and over","186.0","90.0","96.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1181.0","675.0","506.0","-"
"Married","2703.0","1267.0","1436.0","-"
"Other","353.0","81.0","272.0","-"
"Unknown","22.0","13.0","9.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","372.0","153.0","219.0","-"
"Service occupations","546.0","198.0","348.0","-"
"Sales and office occupations","346.0","101.0","245.0","-"
"Farming, fishing, and forestry occupations","3.0","3.0","-","-"
"Construction, extraction, maintenance and repair occupations","122.0","118.0","4.0","-"
"Production, transportation, and material moving occupations","954.0","634.0","320.0","-"
"Military","3.0","3.0","-","-"
"No occupation/not working outside home","1190.0","475.0","715.0","-"
"Homemakers","188.0","14.0","174.0","-"
"Students or children","272.0","120.0","152.0","-"
"Retirees","89.0","42.0","47.0","-"
"Unemployed","641.0","299.0","342.0","-"
"Unknown","723.0","351.0","372.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","163.0","70.0","93.0","-"
"California","172.0","76.0","96.0","-"
"Colorado","45.0","21.0","24.0","-"
"Connecticut","91.0","44.0","47.0","-"
"Florida","459.0","217.0","242.0","-"
"Georgia","204.0","98.0","106.0","-"
"Illinois","306.0","150.0","156.0","-"
"Massachusetts","63.0","31.0","32.0","-"
"Michigan","182.0","86.0","96.0","-"
"Minnesota","87.0","41.0","46.0","-"
"Nevada","54.0","27.0","27.0","-"
"New Jersey","48.0","24.0","24.0","-"
"New York","272.0","120.0","152.0","-"
"North Carolina","53.0","27.0","26.0","-"
"Ohio","157.0","72.0","85.0","-"
"Pennsylvania","120.0","65.0","55.0","-"
"Texas","157.0","85.0","72.0","-"
"Virginia","55.0","19.0","36.0","-"
"Washington","133.0","58.0","75.0","-"
"Other","1415.0","692.0","723.0","-"
"Unknown","23.0","13.0","10.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
