"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Eritrea","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","985.0","452.0","533.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","41.0","15.0","26.0","-"
"25-34 years","232.0","110.0","122.0","-"
"35-44 years","339.0","171.0","168.0","-"
"45-54 years","159.0","54.0","105.0","-"
"55-64 years","117.0","51.0","66.0","-"
"65 years and over","97.0","51.0","46.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","277.0","152.0","125.0","-"
"Married","500.0","235.0","265.0","-"
"Other","187.0","59.0","128.0","-"
"Unknown","21.0","6.0","15.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","140.0","70.0","70.0","-"
"Service occupations","157.0","56.0","101.0","-"
"Sales and office occupations","87.0","37.0","50.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","123.0","98.0","25.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","263.0","88.0","175.0","-"
"Homemakers","48.0","D","D","-"
"Students or children","71.0","32.0","39.0","-"
"Retirees","28.0","D","D","-"
"Unemployed","116.0","42.0","74.0","-"
"Unknown","205.0","93.0","112.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","14.0","5.0","9.0","-"
"California","203.0","91.0","112.0","-"
"Colorado","35.0","19.0","16.0","-"
"Florida","11.0","4.0","7.0","-"
"Georgia","36.0","15.0","21.0","-"
"Illinois","24.0","11.0","13.0","-"
"Maryland","72.0","33.0","39.0","-"
"Massachusetts","19.0","9.0","10.0","-"
"Michigan","7.0","D","D","-"
"Minnesota","45.0","18.0","27.0","-"
"Nevada","35.0","22.0","13.0","-"
"New Jersey","4.0","D","D","-"
"New York","27.0","12.0","15.0","-"
"North Carolina","28.0","8.0","20.0","-"
"Ohio","32.0","15.0","17.0","-"
"Pennsylvania","13.0","6.0","7.0","-"
"Texas","87.0","39.0","48.0","-"
"Virginia","61.0","30.0","31.0","-"
"Washington","107.0","56.0","51.0","-"
"Other","104.0","49.0","55.0","-"
"Unknown","21.0","6.0","15.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
