"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Congo, Republic of the","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","345.0","162.0","183.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","33.0","20.0","13.0","-"
"25-34 years","96.0","31.0","65.0","-"
"35-44 years","118.0","56.0","62.0","-"
"45-54 years","69.0","40.0","29.0","-"
"55-64 years","19.0","10.0","9.0","-"
"65 years and over","10.0","5.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","109.0","54.0","55.0","-"
"Married","183.0","89.0","94.0","-"
"Other","45.0","16.0","29.0","-"
"Unknown","8.0","3.0","5.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","56.0","27.0","29.0","-"
"Service occupations","63.0","16.0","47.0","-"
"Sales and office occupations","22.0","9.0","13.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","38.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","85.0","39.0","46.0","-"
"Homemakers","D","-","D","-"
"Students or children","42.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","36.0","20.0","16.0","-"
"Unknown","77.0","42.0","35.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","6.0","D","D","-"
"California","31.0","16.0","15.0","-"
"Colorado","8.0","4.0","4.0","-"
"Connecticut","5.0","D","D","-"
"Florida","9.0","5.0","4.0","-"
"Georgia","18.0","8.0","10.0","-"
"Illinois","23.0","5.0","18.0","-"
"Maryland","25.0","11.0","14.0","-"
"Massachusetts","11.0","D","D","-"
"Michigan","5.0","D","D","-"
"Minnesota","5.0","D","D","-"
"New Jersey","7.0","D","D","-"
"New York","41.0","20.0","21.0","-"
"North Carolina","23.0","7.0","16.0","-"
"Ohio","10.0","4.0","6.0","-"
"Pennsylvania","10.0","6.0","4.0","-"
"Texas","31.0","16.0","15.0","-"
"Virginia","10.0","5.0","5.0","-"
"Washington","8.0","D","D","-"
"Other","51.0","24.0","27.0","-"
"Unknown","8.0","3.0","5.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
