"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Europe","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","82209.0","36021.0","46179.0","9.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","7270.0","3456.0","3814.0","-"
"25-34 years","20578.0","7996.0","12581.0","1.0"
"35-44 years","22477.0","10153.0","12323.0","1.0"
"45-54 years","15957.0","7393.0","8560.0","4.0"
"55-64 years","9369.0","4338.0","5029.0","2.0"
"65 years and over","6558.0","2685.0","3872.0","1.0"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","14454.0","7911.0","6543.0","-"
"Married","55830.0","24348.0","31482.0","-"
"Other","11285.0","3488.0","7797.0","-"
"Unknown","640.0","274.0","357.0","9.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","20909.0","10456.0","10453.0","-"
"Service occupations","7898.0","2583.0","5315.0","-"
"Sales and office occupations","6302.0","1807.0","4495.0","-"
"Farming, fishing, and forestry occupations","73.0","48.0","25.0","-"
"Construction, extraction, maintenance and repair occupations","2135.0","2078.0","57.0","-"
"Production, transportation, and material moving occupations","6751.0","4858.0","1893.0","-"
"Military","294.0","229.0","65.0","-"
"No occupation/not working outside home","21315.0","6479.0","14836.0","-"
"Homemakers","4622.0","135.0","4487.0","-"
"Students or children","5491.0","2079.0","3412.0","-"
"Retirees","2810.0","1270.0","1540.0","-"
"Unemployed","8392.0","2995.0","5397.0","-"
"Unknown","16532.0","7483.0","9040.0","9.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","1377.0","564.0","813.0","-"
"California","10760.0","4862.0","5898.0","-"
"Colorado","1324.0","498.0","826.0","-"
"Connecticut","2014.0","896.0","1118.0","-"
"Florida","7103.0","3067.0","4036.0","-"
"Georgia","1936.0","872.0","1064.0","-"
"Illinois","7569.0","3396.0","4173.0","-"
"Maryland","1383.0","534.0","849.0","-"
"Massachusetts","3585.0","1681.0","1904.0","-"
"Michigan","2308.0","1071.0","1237.0","-"
"Missouri","1018.0","460.0","558.0","-"
"New Jersey","4656.0","2070.0","2586.0","-"
"New York","11460.0","5060.0","6400.0","-"
"North Carolina","1490.0","645.0","845.0","-"
"Ohio","1611.0","649.0","962.0","-"
"Oregon","1288.0","563.0","725.0","-"
"Pennsylvania","2734.0","1256.0","1478.0","-"
"Texas","2953.0","1366.0","1587.0","-"
"Virginia","1349.0","499.0","850.0","-"
"Washington","3962.0","1754.0","2208.0","-"
"Other","9663.0","3981.0","5682.0","-"
"Unknown","666.0","277.0","380.0","9.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
