"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Kosovo","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","465.0","262.0","203.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","73.0","36.0","37.0","-"
"25-34 years","184.0","102.0","82.0","-"
"35-44 years","107.0","62.0","45.0","-"
"45-54 years","61.0","38.0","23.0","-"
"55-64 years","27.0","15.0","12.0","-"
"65 years and over","13.0","9.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","130.0","84.0","46.0","-"
"Married","317.0","171.0","146.0","-"
"Other","17.0","7.0","10.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","44.0","23.0","21.0","-"
"Service occupations","84.0","52.0","32.0","-"
"Sales and office occupations","38.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","62.0","D","D","-"
"Military","D","-","D","-"
"No occupation/not working outside home","127.0","51.0","76.0","-"
"Homemakers","30.0","D","D","-"
"Students or children","40.0","D","D","-"
"Retirees","6.0","D","D","-"
"Unemployed","51.0","23.0","28.0","-"
"Unknown","84.0","50.0","34.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","12.0","3.0","9.0","-"
"California","10.0","5.0","5.0","-"
"Connecticut","19.0","13.0","6.0","-"
"Florida","21.0","8.0","13.0","-"
"Georgia","10.0","5.0","5.0","-"
"Illinois","28.0","17.0","11.0","-"
"Maryland","D","D","D","-"
"Massachusetts","9.0","6.0","3.0","-"
"Michigan","18.0","10.0","8.0","-"
"Minnesota","D","D","-","-"
"Nevada","D","D","D","-"
"New Jersey","25.0","15.0","10.0","-"
"New York","175.0","107.0","68.0","-"
"North Carolina","D","D","D","-"
"Ohio","4.0","D","D","-"
"Pennsylvania","12.0","7.0","5.0","-"
"Texas","36.0","20.0","16.0","-"
"Virginia","4.0","D","D","-"
"Washington","5.0","D","D","-"
"Other","68.0","35.0","33.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
