"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: New Zealand","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","480.0","271.0","209.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","21.0","6.0","15.0","-"
"25-34 years","73.0","41.0","32.0","-"
"35-44 years","164.0","94.0","70.0","-"
"45-54 years","144.0","91.0","53.0","-"
"55-64 years","55.0","28.0","27.0","-"
"65 years and over","23.0","11.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","68.0","38.0","30.0","-"
"Married","346.0","198.0","148.0","-"
"Other","64.0","33.0","31.0","-"
"Unknown","2.0","2.0","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","192.0","129.0","63.0","-"
"Service occupations","28.0","10.0","18.0","-"
"Sales and office occupations","46.0","18.0","28.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","13.0","D","D","-"
"Production, transportation, and material moving occupations","22.0","17.0","5.0","-"
"Military","D","D","D","-"
"No occupation/not working outside home","77.0","24.0","53.0","-"
"Homemakers","30.0","3.0","27.0","-"
"Students or children","13.0","6.0","7.0","-"
"Retirees","10.0","5.0","5.0","-"
"Unemployed","24.0","10.0","14.0","-"
"Unknown","97.0","58.0","39.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","7.0","D","D","-"
"California","131.0","74.0","57.0","-"
"Colorado","19.0","10.0","9.0","-"
"Connecticut","4.0","D","D","-"
"Florida","29.0","19.0","10.0","-"
"Georgia","13.0","7.0","6.0","-"
"Illinois","5.0","D","D","-"
"Maryland","12.0","8.0","4.0","-"
"Massachusetts","20.0","15.0","5.0","-"
"Michigan","6.0","3.0","3.0","-"
"Nevada","10.0","7.0","3.0","-"
"New Jersey","6.0","D","D","-"
"New York","28.0","14.0","14.0","-"
"North Carolina","8.0","D","D","-"
"Ohio","9.0","5.0","4.0","-"
"Pennsylvania","14.0","8.0","6.0","-"
"Texas","32.0","18.0","14.0","-"
"Virginia","7.0","4.0","3.0","-"
"Washington","26.0","18.0","8.0","-"
"Other","92.0","45.0","47.0","-"
"Unknown","2.0","2.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
