"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Uruguay","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","751.0","360.0","391.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","54.0","20.0","34.0","-"
"25-34 years","246.0","107.0","139.0","-"
"35-44 years","201.0","104.0","97.0","-"
"45-54 years","136.0","72.0","64.0","-"
"55-64 years","67.0","35.0","32.0","-"
"65 years and over","47.0","22.0","25.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","84.0","35.0","49.0","-"
"Married","517.0","264.0","253.0","-"
"Other","143.0","56.0","87.0","-"
"Unknown","7.0","5.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","165.0","91.0","74.0","-"
"Service occupations","91.0","29.0","62.0","-"
"Sales and office occupations","85.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","81.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","146.0","46.0","100.0","-"
"Homemakers","41.0","3.0","38.0","-"
"Students or children","31.0","12.0","19.0","-"
"Retirees","13.0","7.0","6.0","-"
"Unemployed","61.0","24.0","37.0","-"
"Unknown","149.0","74.0","75.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","7.0","D","D","-"
"California","53.0","31.0","22.0","-"
"Colorado","5.0","D","D","-"
"Connecticut","11.0","D","D","-"
"Florida","252.0","114.0","138.0","-"
"Georgia","33.0","17.0","16.0","-"
"Illinois","13.0","5.0","8.0","-"
"Maryland","17.0","8.0","9.0","-"
"Massachusetts","28.0","15.0","13.0","-"
"Michigan","5.0","D","D","-"
"Minnesota","6.0","D","D","-"
"Nevada","6.0","D","D","-"
"New Jersey","101.0","44.0","57.0","-"
"New York","62.0","36.0","26.0","-"
"North Carolina","11.0","5.0","6.0","-"
"Pennsylvania","13.0","5.0","8.0","-"
"Texas","22.0","12.0","10.0","-"
"Virginia","14.0","6.0","8.0","-"
"Washington","6.0","D","D","-"
"Other","79.0","33.0","46.0","-"
"Unknown","7.0","5.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
