"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Saint Kitts-Nevis","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","306.0","141.0","165.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","21.0","12.0","9.0","-"
"25-34 years","55.0","17.0","38.0","-"
"35-44 years","73.0","34.0","39.0","-"
"45-54 years","88.0","40.0","48.0","-"
"55-64 years","48.0","24.0","24.0","-"
"65 years and over","21.0","14.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","122.0","44.0","78.0","-"
"Married","135.0","75.0","60.0","-"
"Other","48.0","22.0","26.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","53.0","19.0","34.0","-"
"Service occupations","43.0","16.0","27.0","-"
"Sales and office occupations","39.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","11.0","11.0","-","-"
"Production, transportation, and material moving occupations","29.0","D","D","-"
"Military","4.0","D","D","-"
"No occupation/not working outside home","52.0","23.0","29.0","-"
"Homemakers","D","-","D","-"
"Students or children","D","4.0","D","-"
"Retirees","9.0","5.0","4.0","-"
"Unemployed","33.0","14.0","19.0","-"
"Unknown","75.0","43.0","32.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"California","D","-","D","-"
"Colorado","D","D","-","-"
"Connecticut","D","-","D","-"
"Florida","64.0","30.0","34.0","-"
"Georgia","14.0","7.0","7.0","-"
"Illinois","D","D","-","-"
"Maryland","13.0","4.0","9.0","-"
"Massachusetts","5.0","D","D","-"
"Michigan","D","D","D","-"
"Minnesota","D","-","D","-"
"Nevada","D","D","-","-"
"New Jersey","8.0","5.0","3.0","-"
"New York","77.0","27.0","50.0","-"
"North Carolina","7.0","D","D","-"
"Ohio","D","D","-","-"
"Pennsylvania","6.0","D","D","-"
"Texas","3.0","-","3.0","-"
"Virginia","6.0","D","D","-"
"Other","92.0","53.0","39.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
