"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: France","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2527.0","1241.0","1286.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","161.0","82.0","79.0","-"
"25-34 years","504.0","221.0","283.0","-"
"35-44 years","979.0","486.0","493.0","-"
"45-54 years","552.0","291.0","261.0","-"
"55-64 years","207.0","100.0","107.0","-"
"65 years and over","124.0","61.0","63.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","434.0","225.0","209.0","-"
"Married","1728.0","855.0","873.0","-"
"Other","337.0","151.0","186.0","-"
"Unknown","28.0","10.0","18.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","1004.0","570.0","434.0","-"
"Service occupations","151.0","87.0","64.0","-"
"Sales and office occupations","219.0","83.0","136.0","-"
"Farming, fishing, and forestry occupations","3.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","21.0","D","D","-"
"Production, transportation, and material moving occupations","63.0","47.0","16.0","-"
"Military","10.0","D","D","-"
"No occupation/not working outside home","534.0","169.0","365.0","-"
"Homemakers","160.0","5.0","155.0","-"
"Students or children","143.0","64.0","79.0","-"
"Retirees","57.0","34.0","23.0","-"
"Unemployed","174.0","66.0","108.0","-"
"Unknown","522.0","256.0","266.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","42.0","19.0","23.0","-"
"California","576.0","295.0","281.0","-"
"Colorado","32.0","12.0","20.0","-"
"Connecticut","29.0","12.0","17.0","-"
"Florida","330.0","165.0","165.0","-"
"Georgia","55.0","23.0","32.0","-"
"Illinois","57.0","33.0","24.0","-"
"Maryland","92.0","40.0","52.0","-"
"Massachusetts","115.0","55.0","60.0","-"
"Michigan","33.0","16.0","17.0","-"
"Nevada","34.0","19.0","15.0","-"
"New Jersey","97.0","50.0","47.0","-"
"New York","320.0","157.0","163.0","-"
"North Carolina","46.0","20.0","26.0","-"
"Ohio","26.0","10.0","16.0","-"
"Pennsylvania","50.0","27.0","23.0","-"
"Texas","142.0","76.0","66.0","-"
"Virginia","44.0","18.0","26.0","-"
"Washington","63.0","32.0","31.0","-"
"Other","316.0","152.0","164.0","-"
"Unknown","28.0","10.0","18.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
