"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: United Arab Emirates","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","425.0","224.0","201.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","145.0","68.0","77.0","-"
"25-34 years","222.0","121.0","101.0","-"
"35-44 years","52.0","29.0","23.0","-"
"45-54 years","D","D","-","-"
"55-64 years","-","-","-","-"
"65 years and over","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","200.0","104.0","96.0","-"
"Married","192.0","99.0","93.0","-"
"Other","29.0","20.0","9.0","-"
"Unknown","4.0","1.0","3.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","116.0","71.0","45.0","-"
"Service occupations","20.0","D","D","-"
"Sales and office occupations","35.0","22.0","13.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","13.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","179.0","69.0","110.0","-"
"Homemakers","D","D","D","-"
"Students or children","109.0","54.0","55.0","-"
"Retirees","D","D","-","-"
"Unemployed","40.0","D","D","-"
"Unknown","58.0","34.0","24.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","9.0","4.0","5.0","-"
"California","66.0","34.0","32.0","-"
"Colorado","4.0","D","D","-"
"Connecticut","8.0","D","D","-"
"Florida","18.0","9.0","9.0","-"
"Georgia","15.0","9.0","6.0","-"
"Illinois","33.0","18.0","15.0","-"
"Maryland","8.0","3.0","5.0","-"
"Massachusetts","12.0","6.0","6.0","-"
"Michigan","11.0","5.0","6.0","-"
"Minnesota","17.0","9.0","8.0","-"
"Nevada","5.0","D","D","-"
"New Jersey","14.0","7.0","7.0","-"
"New York","23.0","11.0","12.0","-"
"Ohio","13.0","8.0","5.0","-"
"Pennsylvania","19.0","9.0","10.0","-"
"Texas","67.0","38.0","29.0","-"
"Virginia","5.0","D","D","-"
"Washington","12.0","7.0","5.0","-"
"Other","62.0","37.0","25.0","-"
"Unknown","4.0","1.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
