"Persons Naturalized During Fiscal Year 2011","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Guam","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","675.0","286.0","389.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","66.0","29.0","37.0","-"
"25-34 years","175.0","52.0","123.0","-"
"35-44 years","173.0","70.0","103.0","-"
"45-54 years","153.0","78.0","75.0","-"
"55-64 years","61.0","36.0","25.0","-"
"65 years and over","47.0","21.0","26.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","131.0","68.0","63.0","-"
"Married","488.0","198.0","290.0","-"
"Other","56.0","20.0","36.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","134.0","70.0","64.0","-"
"Service occupations","113.0","45.0","68.0","-"
"Sales and office occupations","110.0","14.0","96.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","78.0","78.0","-","-"
"Production, transportation, and material moving occupations","32.0","D","D","-"
"Military","13.0","D","D","-"
"No occupation/not working outside home","159.0","26.0","133.0","-"
"Homemakers","72.0","D","D","-"
"Students or children","26.0","6.0","20.0","-"
"Retirees","8.0","D","D","-"
"Unemployed","53.0","14.0","39.0","-"
"Unknown","36.0","15.0","21.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","3.0","D","D","-"
"Bangladesh","D","D","D","-"
"Belgium","D","D","-","-"
"Brazil","4.0","D","D","-"
"Burma","D","D","D","-"
"Canada","5.0","D","D","-"
"China","34.0","13.0","21.0","-"
"Colombia","D","-","D","-"
"Germany","4.0","D","D","-"
"Hong Kong","4.0","D","D","-"
"Iran","D","D","D","-"
"Italy","3.0","D","D","-"
"Japan","11.0","5.0","6.0","-"
"Korea, South","39.0","18.0","21.0","-"
"Micronesia, Federated States of","3.0","D","D","-"
"Palau","5.0","D","D","-"
"Philippines","509.0","223.0","286.0","-"
"Taiwan","4.0","D","D","-"
"Thailand","5.0","-","5.0","-"
"Vietnam","6.0","D","D","-"
"Other","26.0","7.0","19.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
