"Persons Naturalized During Fiscal Year 2006","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Nevada","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","8202.0","3602.0","4600.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","720.0","306.0","414.0","-"
"25-34 years","2312.0","918.0","1394.0","-"
"35-44 years","2550.0","1174.0","1376.0","-"
"45-54 years","1317.0","568.0","749.0","-"
"55-64 years","806.0","417.0","389.0","-"
"65 years and over","497.0","219.0","278.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1516.0","805.0","711.0","-"
"Married","5513.0","2399.0","3114.0","-"
"Other","1173.0","398.0","775.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","487.0","207.0","280.0","-"
"Service occupations","794.0","351.0","443.0","-"
"Sales and office occupations","485.0","117.0","368.0","-"
"Farming, fishing, and forestry occupations","5.0","5.0","-","-"
"Construction, extraction, maintenance and repair occupations","116.0","D","D","-"
"Production, transportation, and material moving occupations","244.0","193.0","51.0","-"
"Military","44.0","D","D","-"
"No occupation/not working outside home","637.0","216.0","421.0","-"
"Homemakers","143.0","D","D","-"
"Students or children","334.0","136.0","198.0","-"
"Retirees","63.0","D","D","-"
"Unemployed","97.0","46.0","51.0","-"
"Unknown","5390.0","2363.0","3027.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","148.0","72.0","76.0","-"
"Bulgaria","143.0","63.0","80.0","-"
"Canada","118.0","54.0","64.0","-"
"China","265.0","102.0","163.0","-"
"Cuba","248.0","126.0","122.0","-"
"El Salvador","282.0","133.0","149.0","-"
"Ethiopia","159.0","77.0","82.0","-"
"Guatemala","131.0","67.0","64.0","-"
"India","159.0","83.0","76.0","-"
"Iran","110.0","56.0","54.0","-"
"Korea","149.0","52.0","97.0","-"
"Mexico","2188.0","1075.0","1113.0","-"
"Nicaragua","85.0","41.0","44.0","-"
"Peru","85.0","35.0","50.0","-"
"Philippines","1609.0","563.0","1046.0","-"
"Romania","72.0","31.0","41.0","-"
"Taiwan","78.0","25.0","53.0","-"
"Thailand","147.0","55.0","92.0","-"
"United Kingdom","99.0","49.0","50.0","-"
"Vietnam","185.0","78.0","107.0","-"
"Other","1738.0","762.0","976.0","-"
"Unknown","4.0","3.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
