"Persons Naturalized During Fiscal Year 2006","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: West Virginia","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","390.0","161.0","229.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","26.0","12.0","14.0","-"
"25-34 years","117.0","43.0","74.0","-"
"35-44 years","124.0","59.0","65.0","-"
"45-54 years","65.0","20.0","45.0","-"
"55-64 years","33.0","15.0","18.0","-"
"65 years and over","25.0","12.0","13.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","61.0","33.0","28.0","-"
"Married","293.0","116.0","177.0","-"
"Other","36.0","12.0","24.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","32.0","D","D","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","4.0","D","D","-"
"No occupation/not working outside home","40.0","11.0","29.0","-"
"Homemakers","D","-","D","-"
"Students or children","35.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","305.0","122.0","183.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","8.0","4.0","4.0","-"
"China","18.0","11.0","7.0","-"
"Colombia","8.0","D","D","-"
"Egypt","8.0","4.0","4.0","-"
"El Salvador","9.0","D","D","-"
"Germany","7.0","D","D","-"
"Hungary","5.0","-","5.0","-"
"India","42.0","20.0","22.0","-"
"Iran","9.0","D","D","-"
"Italy","5.0","D","D","-"
"Jamaica","7.0","D","D","-"
"Mexico","18.0","11.0","7.0","-"
"Pakistan","20.0","7.0","13.0","-"
"Peru","7.0","4.0","3.0","-"
"Philippines","37.0","6.0","31.0","-"
"Russia","8.0","3.0","5.0","-"
"Syria","16.0","5.0","11.0","-"
"Turkey","6.0","3.0","3.0","-"
"United Kingdom","15.0","6.0","9.0","-"
"Vietnam","19.0","6.0","13.0","-"
"Other","118.0","49.0","69.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
