"Persons Naturalized During Fiscal Year 2006","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Vermont","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","569.0","259.0","310.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","57.0","30.0","27.0","-"
"25-34 years","158.0","67.0","91.0","-"
"35-44 years","137.0","63.0","74.0","-"
"45-54 years","112.0","53.0","59.0","-"
"55-64 years","66.0","29.0","37.0","-"
"65 years and over","39.0","17.0","22.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","121.0","66.0","55.0","-"
"Married","394.0","174.0","220.0","-"
"Other","54.0","19.0","35.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","37.0","23.0","14.0","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","14.0","11.0","3.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","53.0","23.0","30.0","-"
"Homemakers","D","-","D","-"
"Students or children","47.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","456.0","198.0","258.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","127.0","66.0","61.0","-"
"Canada","66.0","28.0","38.0","-"
"China","32.0","16.0","16.0","-"
"Croatia","8.0","5.0","3.0","-"
"Germany","13.0","5.0","8.0","-"
"India","23.0","9.0","14.0","-"
"Iran","5.0","D","D","-"
"Italy","5.0","D","D","-"
"Korea","6.0","-","6.0","-"
"Mexico","8.0","4.0","4.0","-"
"Peru","7.0","3.0","4.0","-"
"Philippines","9.0","D","D","-"
"Romania","6.0","3.0","3.0","-"
"Russia","11.0","4.0","7.0","-"
"Serbia and Montenegro","7.0","4.0","3.0","-"
"South Africa","6.0","D","D","-"
"Sudan","8.0","8.0","-","-"
"Thailand","8.0","4.0","4.0","-"
"United Kingdom","17.0","9.0","8.0","-"
"Vietnam","55.0","21.0","34.0","-"
"Other","142.0","59.0","83.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
