"Persons Naturalized During Fiscal Year 2006","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Delaware","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1187.0","528.0","659.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","138.0","61.0","77.0","-"
"25-34 years","323.0","133.0","190.0","-"
"35-44 years","390.0","175.0","215.0","-"
"45-54 years","159.0","82.0","77.0","-"
"55-64 years","102.0","45.0","57.0","-"
"65 years and over","75.0","32.0","43.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","256.0","127.0","129.0","-"
"Married","808.0","364.0","444.0","-"
"Other","123.0","37.0","86.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","129.0","74.0","55.0","-"
"Service occupations","25.0","10.0","15.0","-"
"Sales and office occupations","20.0","8.0","12.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","D","D","-"
"Production, transportation, and material moving occupations","29.0","23.0","6.0","-"
"Military","25.0","D","D","-"
"No occupation/not working outside home","113.0","36.0","77.0","-"
"Homemakers","13.0","-","13.0","-"
"Students or children","75.0","26.0","49.0","-"
"Retirees","8.0","5.0","3.0","-"
"Unemployed","17.0","5.0","12.0","-"
"Unknown","842.0","351.0","491.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","21.0","15.0","6.0","-"
"China","61.0","26.0","35.0","-"
"Colombia","31.0","13.0","18.0","-"
"Dominican Republic","21.0","8.0","13.0","-"
"Ghana","18.0","10.0","8.0","-"
"Haiti","42.0","23.0","19.0","-"
"India","198.0","88.0","110.0","-"
"Jamaica","69.0","25.0","44.0","-"
"Kenya","21.0","11.0","10.0","-"
"Korea","33.0","15.0","18.0","-"
"Liberia","18.0","5.0","13.0","-"
"Mexico","64.0","35.0","29.0","-"
"Nigeria","38.0","17.0","21.0","-"
"Pakistan","36.0","18.0","18.0","-"
"Philippines","53.0","23.0","30.0","-"
"Poland","18.0","6.0","12.0","-"
"Trinidad and Tobago","20.0","8.0","12.0","-"
"Ukraine","17.0","5.0","12.0","-"
"United Kingdom","30.0","9.0","21.0","-"
"Vietnam","19.0","7.0","12.0","-"
"Other","359.0","161.0","198.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
