"Persons Naturalized During Fiscal Year 2006","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Arkansas","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1133.0","527.0","606.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","154.0","61.0","93.0","-"
"25-34 years","312.0","124.0","188.0","-"
"35-44 years","303.0","147.0","156.0","-"
"45-54 years","172.0","72.0","100.0","-"
"55-64 years","132.0","88.0","44.0","-"
"65 years and over","60.0","35.0","25.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","198.0","98.0","100.0","-"
"Married","837.0","391.0","446.0","-"
"Other","98.0","38.0","60.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","122.0","65.0","57.0","-"
"Service occupations","56.0","24.0","32.0","-"
"Sales and office occupations","28.0","D","D","-"
"Farming, fishing, and forestry occupations","3.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","23.0","D","D","-"
"Production, transportation, and material moving occupations","178.0","120.0","58.0","-"
"Military","16.0","10.0","6.0","-"
"No occupation/not working outside home","153.0","44.0","109.0","-"
"Homemakers","39.0","-","39.0","-"
"Students or children","85.0","25.0","60.0","-"
"Retirees","20.0","14.0","6.0","-"
"Unemployed","9.0","5.0","4.0","-"
"Unknown","554.0","233.0","321.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","11.0","4.0","7.0","-"
"Canada","17.0","10.0","7.0","-"
"China","27.0","11.0","16.0","-"
"Colombia","9.0","D","D","-"
"El Salvador","77.0","39.0","38.0","-"
"Germany","18.0","7.0","11.0","-"
"Guatemala","20.0","10.0","10.0","-"
"Honduras","11.0","4.0","7.0","-"
"India","77.0","40.0","37.0","-"
"Korea","21.0","5.0","16.0","-"
"Laos","43.0","18.0","25.0","-"
"Mexico","362.0","210.0","152.0","-"
"Nigeria","15.0","7.0","8.0","-"
"Philippines","72.0","20.0","52.0","-"
"Romania","24.0","12.0","12.0","-"
"South Africa","9.0","6.0","3.0","-"
"Thailand","10.0","D","D","-"
"Ukraine","9.0","D","D","-"
"United Kingdom","19.0","10.0","9.0","-"
"Vietnam","77.0","30.0","47.0","-"
"Other","200.0","79.0","121.0","-"
"Unknown","5.0","1.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
