"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Bulgaria","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2621.0","1205.0","1416.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","303.0","136.0","167.0","-"
"25-34 years","734.0","306.0","428.0","-"
"35-44 years","852.0","420.0","432.0","-"
"45-54 years","498.0","241.0","257.0","-"
"55-64 years","176.0","82.0","94.0","-"
"65 years and over","58.0","20.0","38.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","572.0","315.0","257.0","-"
"Married","1767.0","784.0","983.0","-"
"Other","269.0","99.0","170.0","-"
"Unknown","13.0","7.0","6.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","285.0","141.0","144.0","-"
"Service occupations","119.0","30.0","89.0","-"
"Sales and office occupations","97.0","22.0","75.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","46.0","D","D","-"
"Production, transportation, and material moving occupations","130.0","D","D","-"
"Military","4.0","4.0","-","-"
"No occupation/not working outside home","259.0","89.0","170.0","-"
"Homemakers","35.0","-","35.0","-"
"Students or children","211.0","83.0","128.0","-"
"Retirees","5.0","D","D","-"
"Unemployed","8.0","D","D","-"
"Unknown","1681.0","765.0","916.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","45.0","15.0","30.0","-"
"California","343.0","148.0","195.0","-"
"Colorado","53.0","24.0","29.0","-"
"Florida","186.0","82.0","104.0","-"
"Georgia","156.0","75.0","81.0","-"
"Illinois","588.0","292.0","296.0","-"
"Maryland","33.0","10.0","23.0","-"
"Massachusetts","81.0","40.0","41.0","-"
"Michigan","74.0","35.0","39.0","-"
"Missouri","57.0","26.0","31.0","-"
"Nevada","82.0","35.0","47.0","-"
"New Jersey","91.0","48.0","43.0","-"
"New York","218.0","108.0","110.0","-"
"North Carolina","31.0","15.0","16.0","-"
"Ohio","40.0","18.0","22.0","-"
"Pennsylvania","32.0","13.0","19.0","-"
"Texas","73.0","33.0","40.0","-"
"Virginia","62.0","31.0","31.0","-"
"Washington","76.0","33.0","43.0","-"
"Wisconsin","42.0","21.0","21.0","-"
"Other","245.0","96.0","149.0","-"
"Unknown","13.0","7.0","6.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
