"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Spain","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1175.0","491.0","684.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","33.0","15.0","18.0","-"
"25-34 years","196.0","72.0","124.0","-"
"35-44 years","372.0","152.0","220.0","-"
"45-54 years","269.0","102.0","167.0","-"
"55-64 years","201.0","106.0","95.0","-"
"65 years and over","104.0","44.0","60.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","154.0","88.0","66.0","-"
"Married","827.0","342.0","485.0","-"
"Other","184.0","59.0","125.0","-"
"Unknown","10.0","2.0","8.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","178.0","69.0","109.0","-"
"Service occupations","19.0","5.0","14.0","-"
"Sales and office occupations","37.0","10.0","27.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","7.0","D","D","-"
"Production, transportation, and material moving occupations","25.0","D","D","-"
"Military","D","D","D","-"
"No occupation/not working outside home","109.0","34.0","75.0","-"
"Homemakers","23.0","-","23.0","-"
"Students or children","45.0","D","D","-"
"Retirees","36.0","21.0","15.0","-"
"Unemployed","5.0","D","D","-"
"Unknown","796.0","344.0","452.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","12.0","4.0","8.0","-"
"California","184.0","81.0","103.0","-"
"Colorado","21.0","6.0","15.0","-"
"Connecticut","11.0","3.0","8.0","-"
"Florida","186.0","76.0","110.0","-"
"Georgia","21.0","6.0","15.0","-"
"Illinois","32.0","14.0","18.0","-"
"Maryland","20.0","8.0","12.0","-"
"Massachusetts","27.0","12.0","15.0","-"
"Michigan","18.0","9.0","9.0","-"
"Nevada","26.0","8.0","18.0","-"
"New Jersey","172.0","93.0","79.0","-"
"New York","110.0","59.0","51.0","-"
"North Carolina","12.0","4.0","8.0","-"
"Ohio","13.0","5.0","8.0","-"
"Pennsylvania","14.0","5.0","9.0","-"
"Texas","66.0","20.0","46.0","-"
"U.S. Possessions","24.0","13.0","11.0","-"
"Virginia","41.0","10.0","31.0","-"
"Washington","22.0","8.0","14.0","-"
"Other","132.0","45.0","87.0","-"
"Unknown","11.0","2.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
