"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: South Africa","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2069.0","1030.0","1038.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","198.0","106.0","91.0","1.0"
"25-34 years","390.0","174.0","216.0","-"
"35-44 years","725.0","376.0","349.0","-"
"45-54 years","454.0","226.0","228.0","-"
"55-64 years","199.0","105.0","94.0","-"
"65 years and over","103.0","43.0","60.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","410.0","227.0","183.0","-"
"Married","1470.0","716.0","754.0","-"
"Other","177.0","78.0","99.0","-"
"Unknown","12.0","9.0","2.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","411.0","228.0","183.0","-"
"Service occupations","20.0","D","D","-"
"Sales and office occupations","71.0","28.0","43.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","12.0","D","D","-"
"Military","21.0","15.0","6.0","-"
"No occupation/not working outside home","234.0","77.0","157.0","-"
"Homemakers","60.0","-","60.0","-"
"Students or children","151.0","66.0","85.0","-"
"Retirees","14.0","8.0","6.0","-"
"Unemployed","9.0","3.0","6.0","-"
"Unknown","1287.0","653.0","633.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","60.0","29.0","31.0","-"
"California","465.0","222.0","243.0","-"
"Colorado","74.0","38.0","36.0","-"
"Florida","207.0","103.0","104.0","-"
"Georgia","115.0","65.0","50.0","-"
"Illinois","81.0","35.0","46.0","-"
"Indiana","27.0","15.0","12.0","-"
"Maryland","27.0","9.0","18.0","-"
"Massachusetts","57.0","26.0","31.0","-"
"Michigan","26.0","11.0","15.0","-"
"New Jersey","71.0","35.0","36.0","-"
"New York","82.0","42.0","40.0","-"
"North Carolina","45.0","27.0","18.0","-"
"Ohio","47.0","24.0","23.0","-"
"Pennsylvania","32.0","16.0","16.0","-"
"South Carolina","35.0","18.0","17.0","-"
"Tennessee","27.0","15.0","12.0","-"
"Texas","218.0","106.0","112.0","-"
"Virginia","46.0","19.0","27.0","-"
"Washington","52.0","29.0","23.0","-"
"Other","263.0","137.0","126.0","-"
"Unknown","12.0","9.0","2.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
