"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Romania","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3986.0","1771.0","2213.0","2.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","338.0","167.0","170.0","1.0"
"25-34 years","1143.0","458.0","684.0","1.0"
"35-44 years","1368.0","612.0","756.0","-"
"45-54 years","650.0","315.0","335.0","-"
"55-64 years","297.0","141.0","156.0","-"
"65 years and over","190.0","78.0","112.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","594.0","337.0","257.0","-"
"Married","2882.0","1237.0","1645.0","-"
"Other","472.0","174.0","298.0","-"
"Unknown","38.0","23.0","13.0","2.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","585.0","282.0","303.0","-"
"Service occupations","137.0","35.0","102.0","-"
"Sales and office occupations","151.0","40.0","111.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","95.0","D","D","-"
"Production, transportation, and material moving occupations","161.0","125.0","36.0","-"
"Military","D","D","D","-"
"No occupation/not working outside home","418.0","136.0","282.0","-"
"Homemakers","60.0","-","60.0","-"
"Students or children","310.0","121.0","189.0","-"
"Retirees","24.0","9.0","15.0","-"
"Unemployed","24.0","6.0","18.0","-"
"Unknown","2427.0","1050.0","1375.0","2.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","151.0","72.0","79.0","-"
"California","587.0","270.0","317.0","-"
"Florida","197.0","76.0","121.0","-"
"Georgia","163.0","77.0","86.0","-"
"Illinois","515.0","239.0","276.0","-"
"Maryland","59.0","27.0","32.0","-"
"Massachusetts","74.0","29.0","45.0","-"
"Michigan","351.0","151.0","200.0","-"
"Missouri","31.0","11.0","20.0","-"
"Nevada","55.0","27.0","28.0","-"
"New Jersey","164.0","73.0","91.0","-"
"New York","367.0","162.0","205.0","-"
"North Carolina","39.0","13.0","26.0","-"
"Ohio","232.0","106.0","126.0","-"
"Oregon","119.0","54.0","65.0","-"
"Pennsylvania","92.0","45.0","47.0","-"
"Tennessee","45.0","20.0","25.0","-"
"Texas","188.0","83.0","105.0","-"
"Virginia","45.0","17.0","28.0","-"
"Washington","174.0","74.0","100.0","-"
"Other","300.0","122.0","178.0","-"
"Unknown","38.0","23.0","13.0","2.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
