"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Ghana","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3181.0","1663.0","1516.0","2.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","261.0","113.0","148.0","-"
"25-34 years","925.0","434.0","490.0","1.0"
"35-44 years","1137.0","613.0","523.0","1.0"
"45-54 years","599.0","371.0","228.0","-"
"55-64 years","193.0","109.0","84.0","-"
"65 years and over","66.0","23.0","43.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","673.0","325.0","348.0","-"
"Married","1829.0","980.0","849.0","-"
"Other","649.0","340.0","309.0","-"
"Unknown","30.0","18.0","10.0","2.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","257.0","140.0","117.0","-"
"Service occupations","133.0","44.0","89.0","-"
"Sales and office occupations","68.0","33.0","35.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","9.0","9.0","-","-"
"Production, transportation, and material moving occupations","100.0","80.0","20.0","-"
"Military","43.0","40.0","3.0","-"
"No occupation/not working outside home","294.0","142.0","152.0","-"
"Homemakers","D","-","D","-"
"Students or children","268.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","11.0","-","11.0","-"
"Unknown","2277.0","1175.0","1100.0","2.0"
"","","","",""
"Leading states of permanent residence","","","",""
"California","119.0","65.0","54.0","-"
"Colorado","60.0","35.0","25.0","-"
"Connecticut","47.0","24.0","23.0","-"
"Florida","34.0","20.0","14.0","-"
"Georgia","146.0","79.0","67.0","-"
"Illinois","160.0","83.0","77.0","-"
"Maryland","229.0","119.0","110.0","-"
"Massachusetts","165.0","97.0","68.0","-"
"Michigan","34.0","23.0","11.0","-"
"Minnesota","43.0","28.0","15.0","-"
"New Jersey","289.0","144.0","145.0","-"
"New York","703.0","323.0","380.0","-"
"North Carolina","54.0","27.0","27.0","-"
"Ohio","231.0","129.0","102.0","-"
"Oklahoma","21.0","9.0","12.0","-"
"Pennsylvania","74.0","39.0","35.0","-"
"Texas","176.0","82.0","94.0","-"
"Virginia","309.0","177.0","132.0","-"
"Washington","25.0","17.0","8.0","-"
"Wisconsin","21.0","11.0","10.0","-"
"Other","211.0","114.0","97.0","-"
"Unknown","30.0","18.0","10.0","2.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
