"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Uzbekistan","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1148.0","498.0","650.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","173.0","79.0","94.0","-"
"25-34 years","303.0","127.0","176.0","-"
"35-44 years","284.0","131.0","153.0","-"
"45-54 years","206.0","85.0","121.0","-"
"55-64 years","105.0","39.0","66.0","-"
"65 years and over","77.0","37.0","40.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","251.0","133.0","118.0","-"
"Married","723.0","311.0","412.0","-"
"Other","169.0","51.0","118.0","-"
"Unknown","5.0","3.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","91.0","44.0","47.0","-"
"Service occupations","37.0","12.0","25.0","-"
"Sales and office occupations","34.0","7.0","27.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","31.0","28.0","3.0","-"
"Military","11.0","D","D","-"
"No occupation/not working outside home","169.0","55.0","114.0","-"
"Homemakers","14.0","-","14.0","-"
"Students or children","127.0","42.0","85.0","-"
"Retirees","12.0","6.0","6.0","-"
"Unemployed","16.0","7.0","9.0","-"
"Unknown","766.0","335.0","431.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","21.0","12.0","9.0","-"
"California","186.0","75.0","111.0","-"
"Colorado","20.0","10.0","10.0","-"
"Florida","37.0","11.0","26.0","-"
"Georgia","16.0","7.0","9.0","-"
"Illinois","32.0","10.0","22.0","-"
"Maryland","13.0","4.0","9.0","-"
"Massachusetts","31.0","14.0","17.0","-"
"Michigan","12.0","5.0","7.0","-"
"Minnesota","7.0","D","D","-"
"Missouri","9.0","3.0","6.0","-"
"New Jersey","46.0","18.0","28.0","-"
"New York","498.0","236.0","262.0","-"
"Ohio","34.0","14.0","20.0","-"
"Oregon","9.0","4.0","5.0","-"
"Pennsylvania","41.0","21.0","20.0","-"
"Texas","18.0","5.0","13.0","-"
"Virginia","27.0","11.0","16.0","-"
"Washington","41.0","23.0","18.0","-"
"Wisconsin","8.0","D","D","-"
"Other","37.0","8.0","29.0","-"
"Unknown","5.0","3.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
