"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Kazakhstan","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","725.0","272.0","453.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","113.0","56.0","57.0","-"
"25-34 years","188.0","64.0","124.0","-"
"35-44 years","182.0","53.0","129.0","-"
"45-54 years","144.0","59.0","85.0","-"
"55-64 years","63.0","26.0","37.0","-"
"65 years and over","35.0","14.0","21.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","132.0","69.0","63.0","-"
"Married","507.0","182.0","325.0","-"
"Other","81.0","19.0","62.0","-"
"Unknown","5.0","2.0","3.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","46.0","16.0","30.0","-"
"Service occupations","27.0","4.0","23.0","-"
"Sales and office occupations","30.0","5.0","25.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","12.0","D","D","-"
"Production, transportation, and material moving occupations","35.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","99.0","27.0","72.0","-"
"Homemakers","12.0","-","12.0","-"
"Students or children","76.0","23.0","53.0","-"
"Retirees","3.0","D","D","-"
"Unemployed","8.0","D","D","-"
"Unknown","472.0","179.0","293.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","10.0","-","10.0","-"
"California","129.0","45.0","84.0","-"
"Colorado","23.0","5.0","18.0","-"
"Florida","18.0","11.0","7.0","-"
"Georgia","10.0","D","D","-"
"Illinois","21.0","8.0","13.0","-"
"Indiana","7.0","-","7.0","-"
"Maine","7.0","4.0","3.0","-"
"Maryland","10.0","4.0","6.0","-"
"Massachusetts","52.0","23.0","29.0","-"
"Minnesota","27.0","13.0","14.0","-"
"New Hampshire","8.0","D","D","-"
"New Jersey","21.0","4.0","17.0","-"
"New York","128.0","50.0","78.0","-"
"Ohio","13.0","7.0","6.0","-"
"Oregon","22.0","4.0","18.0","-"
"Pennsylvania","26.0","11.0","15.0","-"
"Texas","13.0","8.0","5.0","-"
"Virginia","22.0","10.0","12.0","-"
"Washington","94.0","42.0","52.0","-"
"Other","58.0","17.0","41.0","-"
"Unknown","6.0","2.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
