"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Zambia","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","212.0","101.0","111.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","18.0","7.0","11.0","-"
"25-34 years","68.0","30.0","38.0","-"
"35-44 years","65.0","28.0","37.0","-"
"45-54 years","46.0","29.0","17.0","-"
"55-64 years","15.0","7.0","8.0","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","48.0","20.0","28.0","-"
"Married","150.0","72.0","78.0","-"
"Other","13.0","8.0","5.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","37.0","20.0","17.0","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","13.0","4.0","9.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","3.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","20.0","7.0","13.0","-"
"Homemakers","D","-","D","-"
"Students or children","16.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","134.0","65.0","69.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","9.0","5.0","4.0","-"
"California","26.0","10.0","16.0","-"
"Colorado","5.0","D","D","-"
"Florida","13.0","9.0","4.0","-"
"Georgia","16.0","8.0","8.0","-"
"Illinois","6.0","D","D","-"
"Maryland","8.0","5.0","3.0","-"
"Massachusetts","8.0","3.0","5.0","-"
"Michigan","4.0","D","D","-"
"Minnesota","5.0","D","D","-"
"New Jersey","9.0","5.0","4.0","-"
"New York","17.0","7.0","10.0","-"
"North Carolina","4.0","D","D","-"
"Ohio","4.0","D","D","-"
"Oregon","3.0","3.0","-","-"
"Pennsylvania","9.0","4.0","5.0","-"
"South Carolina","3.0","D","D","-"
"Tennessee","4.0","D","D","-"
"Texas","32.0","17.0","15.0","-"
"Washington","4.0","D","D","-"
"Other","22.0","7.0","15.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
