"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Israel","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2363.0","1282.0","1077.0","4.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","196.0","86.0","110.0","-"
"25-34 years","660.0","334.0","326.0","-"
"35-44 years","872.0","508.0","362.0","2.0"
"45-54 years","407.0","238.0","168.0","1.0"
"55-64 years","153.0","77.0","75.0","1.0"
"65 years and over","75.0","39.0","36.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","350.0","203.0","147.0","-"
"Married","1759.0","936.0","823.0","-"
"Other","228.0","129.0","99.0","-"
"Unknown","26.0","14.0","8.0","4.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","355.0","230.0","125.0","-"
"Service occupations","18.0","11.0","7.0","-"
"Sales and office occupations","109.0","62.0","47.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","15.0","15.0","-","-"
"Production, transportation, and material moving occupations","16.0","16.0","-","-"
"Military","D","D","-","-"
"No occupation/not working outside home","252.0","87.0","165.0","-"
"Homemakers","62.0","-","62.0","-"
"Students or children","161.0","75.0","86.0","-"
"Retirees","12.0","7.0","5.0","-"
"Unemployed","17.0","5.0","12.0","-"
"Unknown","1593.0","856.0","733.0","4.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","24.0","15.0","9.0","-"
"California","610.0","321.0","289.0","-"
"Colorado","25.0","16.0","9.0","-"
"Florida","212.0","114.0","98.0","-"
"Georgia","22.0","8.0","14.0","-"
"Illinois","102.0","59.0","43.0","-"
"Maryland","48.0","30.0","18.0","-"
"Massachusetts","109.0","56.0","53.0","-"
"Michigan","31.0","21.0","10.0","-"
"Minnesota","17.0","8.0","9.0","-"
"Missouri","22.0","13.0","9.0","-"
"Nevada","34.0","17.0","17.0","-"
"New Jersey","169.0","88.0","81.0","-"
"New York","505.0","275.0","230.0","-"
"North Carolina","27.0","15.0","12.0","-"
"Ohio","58.0","33.0","25.0","-"
"Pennsylvania","40.0","22.0","18.0","-"
"Texas","107.0","53.0","54.0","-"
"Virginia","19.0","12.0","7.0","-"
"Washington","34.0","20.0","14.0","-"
"Other","122.0","72.0","50.0","-"
"Unknown","26.0","14.0","8.0","4.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
