"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Burlington, VT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","284.0","134.0","150.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","39.0","22.0","17.0","-"
"25-34 years","75.0","32.0","43.0","-"
"35-44 years","82.0","36.0","46.0","-"
"45-54 years","51.0","25.0","26.0","-"
"55-64 years","28.0","14.0","14.0","-"
"65 years and over","9.0","5.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","64.0","36.0","28.0","-"
"Married","195.0","88.0","107.0","-"
"Other","24.0","10.0","14.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","4.0","D","-"
"Professional and technical","45.0","23.0","22.0","-"
"Sales","8.0","D","D","-"
"Administrative support","9.0","3.0","6.0","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","50.0","34.0","16.0","-"
"Precision production, craft, repair","7.0","D","D","-"
"Service","31.0","13.0","18.0","-"
"Military","-","-","-","-"
"No occupation","64.0","22.0","42.0","-"
"Unknown","63.0","25.0","38.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Azerbaijan","3.0","-","3.0","-"
"Bangladesh","D","D","D","-"
"Bosnia and Herzegovina","77.0","41.0","36.0","-"
"Brazil","3.0","D","D","-"
"Canada","31.0","13.0","18.0","-"
"China","7.0","4.0","3.0","-"
"Colombia","D","-","D","-"
"Congo, Republic of the","D","D","D","-"
"Croatia","7.0","3.0","4.0","-"
"Germany","5.0","D","D","-"
"Ghana","3.0","D","D","-"
"India","9.0","5.0","4.0","-"
"Lebanon","3.0","D","D","-"
"Russia","9.0","4.0","5.0","-"
"Serbia and Montenegro","7.0","3.0","4.0","-"
"Slovak Republic","3.0","D","D","-"
"South Africa","3.0","D","D","-"
"Soviet Union (former)","5.0","D","D","-"
"United Kingdom","10.0","3.0","7.0","-"
"Vietnam","41.0","18.0","23.0","-"
"Other","50.0","27.0","23.0","-"
"Unknown","2.0","1.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
