"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: New Bedford, MA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","336.0","145.0","191.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","28.0","10.0","18.0","-"
"25-34 years","71.0","29.0","42.0","-"
"35-44 years","71.0","25.0","46.0","-"
"45-54 years","78.0","35.0","43.0","-"
"55-64 years","56.0","35.0","21.0","-"
"65 years and over","32.0","11.0","21.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","53.0","21.0","32.0","-"
"Married","236.0","108.0","128.0","-"
"Other","47.0","16.0","31.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","8.0","D","D","-"
"Professional and technical","16.0","6.0","10.0","-"
"Sales","13.0","7.0","6.0","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","48.0","27.0","21.0","-"
"Precision production, craft, repair","12.0","D","D","-"
"Service","21.0","5.0","16.0","-"
"Military","-","-","-","-"
"No occupation","91.0","34.0","57.0","-"
"Unknown","118.0","48.0","70.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Angola","D","-","D","-"
"Belgium","4.0","D","D","-"
"Brazil","5.0","D","D","-"
"Canada","3.0","-","3.0","-"
"Cape Verde","36.0","19.0","17.0","-"
"China","5.0","D","D","-"
"Dominican Republic","9.0","D","D","-"
"Egypt","5.0","D","D","-"
"Ethiopia","D","-","D","-"
"Honduras","D","-","D","-"
"India","5.0","D","D","-"
"Ireland","D","-","D","-"
"Lebanon","7.0","4.0","3.0","-"
"Pakistan","D","D","D","-"
"Portugal","218.0","95.0","123.0","-"
"Russia","5.0","D","D","-"
"Senegal","D","-","D","-"
"Ukraine","3.0","D","D","-"
"United Kingdom","D","D","-","-"
"Vietnam","D","D","D","-"
"Other","15.0","8.0","7.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
