"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Orlando, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1965.0","945.0","1020.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","203.0","104.0","99.0","-"
"25-34 years","529.0","247.0","282.0","-"
"35-44 years","629.0","301.0","328.0","-"
"45-54 years","319.0","156.0","163.0","-"
"55-64 years","190.0","90.0","100.0","-"
"65 years and over","95.0","47.0","48.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","430.0","235.0","195.0","-"
"Married","1281.0","612.0","669.0","-"
"Other","253.0","98.0","155.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","134.0","84.0","50.0","-"
"Professional and technical","152.0","68.0","84.0","-"
"Sales","386.0","185.0","201.0","-"
"Administrative support","78.0","23.0","55.0","-"
"Farming, forestry, fisheries","5.0","D","D","-"
"Operators, fabricators, laborers","102.0","83.0","19.0","-"
"Precision production, craft, repair","114.0","98.0","16.0","-"
"Service","180.0","74.0","106.0","-"
"Military","25.0","D","D","-"
"No occupation","292.0","66.0","226.0","-"
"Unknown","497.0","238.0","259.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","60.0","20.0","40.0","-"
"Canada","39.0","26.0","13.0","-"
"Colombia","151.0","64.0","87.0","-"
"Cuba","52.0","34.0","18.0","-"
"Dominican Republic","88.0","41.0","47.0","-"
"Ecuador","39.0","18.0","21.0","-"
"Guyana","68.0","32.0","36.0","-"
"Haiti","221.0","101.0","120.0","-"
"India","56.0","25.0","31.0","-"
"Jamaica","154.0","76.0","78.0","-"
"Korea","31.0","19.0","12.0","-"
"Mexico","51.0","28.0","23.0","-"
"Morocco","35.0","25.0","10.0","-"
"Pakistan","33.0","15.0","18.0","-"
"Peru","51.0","16.0","35.0","-"
"Philippines","84.0","31.0","53.0","-"
"Trinidad and Tobago","62.0","26.0","36.0","-"
"United Kingdom","67.0","34.0","33.0","-"
"Venezuela","42.0","19.0","23.0","-"
"Vietnam","64.0","28.0","36.0","-"
"Other","516.0","267.0","249.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
