"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Middlesex-Somerset-Hunterdon, NJ","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","4797.0","2186.0","2611.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","530.0","236.0","294.0","-"
"25-34 years","1232.0","509.0","723.0","-"
"35-44 years","1597.0","746.0","851.0","-"
"45-54 years","794.0","382.0","412.0","-"
"55-64 years","397.0","196.0","201.0","-"
"65 years and over","247.0","117.0","130.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1007.0","510.0","497.0","-"
"Married","3436.0","1572.0","1864.0","-"
"Other","353.0","104.0","249.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","392.0","229.0","163.0","-"
"Professional and technical","785.0","401.0","384.0","-"
"Sales","219.0","104.0","115.0","-"
"Administrative support","236.0","73.0","163.0","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","277.0","177.0","100.0","-"
"Precision production, craft, repair","66.0","D","D","-"
"Service","180.0","63.0","117.0","-"
"Military","D","D","D","-"
"No occupation","740.0","218.0","522.0","-"
"Unknown","1885.0","846.0","1039.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"China","379.0","174.0","205.0","-"
"Colombia","77.0","26.0","51.0","-"
"Dominican Republic","257.0","112.0","145.0","-"
"Ecuador","44.0","23.0","21.0","-"
"Egypt","102.0","42.0","60.0","-"
"Ghana","57.0","24.0","33.0","-"
"India","1371.0","672.0","699.0","-"
"Jamaica","77.0","21.0","56.0","-"
"Korea","119.0","49.0","70.0","-"
"Nigeria","63.0","21.0","42.0","-"
"Pakistan","154.0","76.0","78.0","-"
"Peru","108.0","38.0","70.0","-"
"Philippines","278.0","118.0","160.0","-"
"Poland","248.0","103.0","145.0","-"
"Portugal","55.0","24.0","31.0","-"
"Russia","67.0","27.0","40.0","-"
"Soviet Union (former)","63.0","31.0","32.0","-"
"Taiwan","90.0","36.0","54.0","-"
"Ukraine","72.0","30.0","42.0","-"
"United Kingdom","48.0","29.0","19.0","-"
"Other","1064.0","507.0","557.0","-"
"Unknown","4.0","3.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
