"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Charleston-North Charleston, SC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","309.0","143.0","166.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","37.0","24.0","13.0","-"
"25-34 years","88.0","44.0","44.0","-"
"35-44 years","87.0","36.0","51.0","-"
"45-54 years","52.0","21.0","31.0","-"
"55-64 years","29.0","12.0","17.0","-"
"65 years and over","16.0","6.0","10.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","72.0","45.0","27.0","-"
"Married","198.0","86.0","112.0","-"
"Other","39.0","12.0","27.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","30.0","18.0","12.0","-"
"Professional and technical","64.0","26.0","38.0","-"
"Sales","26.0","10.0","16.0","-"
"Administrative support","12.0","3.0","9.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","23.0","8.0","15.0","-"
"Precision production, craft, repair","14.0","14.0","-","-"
"Service","27.0","8.0","19.0","-"
"Military","42.0","33.0","9.0","-"
"No occupation","47.0","11.0","36.0","-"
"Unknown","24.0","12.0","12.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bulgaria","5.0","D","D","-"
"Canada","9.0","3.0","6.0","-"
"China","27.0","12.0","15.0","-"
"Colombia","4.0","D","D","-"
"Dominican Republic","5.0","D","D","-"
"Ecuador","5.0","D","D","-"
"France","6.0","3.0","3.0","-"
"Germany","11.0","D","D","-"
"Hong Kong","6.0","3.0","3.0","-"
"India","16.0","9.0","7.0","-"
"Iran","5.0","D","D","-"
"Jamaica","12.0","6.0","6.0","-"
"Mexico","9.0","3.0","6.0","-"
"Nigeria","5.0","D","D","-"
"Pakistan","4.0","D","D","-"
"Philippines","48.0","23.0","25.0","-"
"Russia","5.0","D","D","-"
"Trinidad and Tobago","6.0","D","D","-"
"United Kingdom","19.0","7.0","12.0","-"
"Vietnam","10.0","5.0","5.0","-"
"Other","91.0","41.0","50.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
