"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Fresno, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1677.0","751.0","926.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","320.0","134.0","186.0","-"
"25-34 years","474.0","210.0","264.0","-"
"35-44 years","377.0","184.0","193.0","-"
"45-54 years","228.0","81.0","147.0","-"
"55-64 years","145.0","83.0","62.0","-"
"65 years and over","133.0","59.0","74.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","436.0","211.0","225.0","-"
"Married","1106.0","501.0","605.0","-"
"Other","135.0","39.0","96.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","44.0","D","D","-"
"Professional and technical","117.0","53.0","64.0","-"
"Sales","74.0","36.0","38.0","-"
"Administrative support","48.0","9.0","39.0","-"
"Farming, forestry, fisheries","60.0","38.0","22.0","-"
"Operators, fabricators, laborers","133.0","93.0","40.0","-"
"Precision production, craft, repair","95.0","68.0","27.0","-"
"Service","119.0","42.0","77.0","-"
"Military","10.0","D","D","-"
"No occupation","480.0","154.0","326.0","-"
"Unknown","497.0","227.0","270.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Armenia","10.0","D","D","-"
"Cambodia","23.0","10.0","13.0","-"
"Canada","13.0","6.0","7.0","-"
"China","28.0","13.0","15.0","-"
"El Salvador","14.0","7.0","7.0","-"
"India","205.0","104.0","101.0","-"
"Iran","21.0","10.0","11.0","-"
"Korea","14.0","3.0","11.0","-"
"Laos","348.0","160.0","188.0","-"
"Mexico","572.0","262.0","310.0","-"
"Nicaragua","9.0","D","D","-"
"Pakistan","10.0","3.0","7.0","-"
"Philippines","91.0","38.0","53.0","-"
"Syria","10.0","3.0","7.0","-"
"Taiwan","15.0","6.0","9.0","-"
"Thailand","81.0","34.0","47.0","-"
"Ukraine","12.0","5.0","7.0","-"
"United Kingdom","10.0","D","D","-"
"Vietnam","31.0","13.0","18.0","-"
"Yemen","13.0","D","D","-"
"Other","146.0","54.0","92.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
