"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Chattanooga, TN-GA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","182.0","85.0","97.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","30.0","17.0","13.0","-"
"25-34 years","44.0","21.0","23.0","-"
"35-44 years","50.0","18.0","32.0","-"
"45-54 years","32.0","15.0","17.0","-"
"55-64 years","22.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","49.0","31.0","18.0","-"
"Married","117.0","49.0","68.0","-"
"Other","16.0","5.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","11.0","5.0","6.0","-"
"Professional and technical","23.0","11.0","12.0","-"
"Sales","10.0","D","D","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","D","-","D","-"
"Operators, fabricators, laborers","50.0","22.0","28.0","-"
"Precision production, craft, repair","10.0","D","D","-"
"Service","19.0","10.0","9.0","-"
"Military","-","-","-","-"
"No occupation","25.0","12.0","13.0","-"
"Unknown","29.0","14.0","15.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","22.0","13.0","9.0","-"
"Cambodia","3.0","D","D","-"
"Canada","5.0","D","D","-"
"China","3.0","D","D","-"
"Egypt","6.0","3.0","3.0","-"
"Germany","D","-","D","-"
"Guatemala","D","-","D","-"
"Guyana","3.0","-","3.0","-"
"Haiti","3.0","D","D","-"
"Honduras","4.0","D","D","-"
"India","37.0","20.0","17.0","-"
"Korea","11.0","3.0","8.0","-"
"Kuwait","3.0","D","D","-"
"Laos","4.0","D","D","-"
"Mexico","5.0","D","D","-"
"Philippines","8.0","3.0","5.0","-"
"South Africa","7.0","3.0","4.0","-"
"Taiwan","7.0","4.0","3.0","-"
"United Kingdom","5.0","D","D","-"
"Vietnam","14.0","6.0","8.0","-"
"Other","28.0","15.0","13.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
