"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Mobile, AL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","193.0","102.0","91.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","38.0","19.0","19.0","-"
"25-34 years","64.0","39.0","25.0","-"
"35-44 years","26.0","12.0","14.0","-"
"45-54 years","38.0","22.0","16.0","-"
"55-64 years","19.0","7.0","12.0","-"
"65 years and over","8.0","3.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","63.0","44.0","19.0","-"
"Married","113.0","51.0","62.0","-"
"Other","17.0","7.0","10.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","6.0","6.0","-","-"
"Professional and technical","13.0","6.0","7.0","-"
"Sales","D","D","D","-"
"Administrative support","8.0","D","D","-"
"Farming, forestry, fisheries","4.0","D","D","-"
"Operators, fabricators, laborers","15.0","11.0","4.0","-"
"Precision production, craft, repair","11.0","8.0","3.0","-"
"Service","16.0","7.0","9.0","-"
"Military","D","D","-","-"
"No occupation","25.0","10.0","15.0","-"
"Unknown","92.0","47.0","45.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","5.0","D","D","-"
"Brazil","3.0","-","3.0","-"
"Cambodia","3.0","D","D","-"
"Canada","4.0","D","D","-"
"China","6.0","D","D","-"
"Croatia","3.0","D","D","-"
"Cuba","5.0","D","D","-"
"Germany","8.0","5.0","3.0","-"
"India","7.0","D","D","-"
"Iran","3.0","D","D","-"
"Korea","3.0","D","D","-"
"Laos","14.0","7.0","7.0","-"
"Malaysia","3.0","D","D","-"
"Mexico","7.0","4.0","3.0","-"
"Peru","6.0","3.0","3.0","-"
"Philippines","3.0","-","3.0","-"
"Thailand","3.0","D","D","-"
"United Kingdom","8.0","4.0","4.0","-"
"Venezuela","3.0","3.0","-","-"
"Vietnam","62.0","40.0","22.0","-"
"Other","34.0","14.0","20.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
