"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Nassau-Suffolk, NY","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","5908.0","2619.0","3289.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","667.0","311.0","356.0","-"
"25-34 years","1383.0","562.0","821.0","-"
"35-44 years","1805.0","798.0","1007.0","-"
"45-54 years","1120.0","510.0","610.0","-"
"55-64 years","584.0","276.0","308.0","-"
"65 years and over","349.0","162.0","187.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1432.0","710.0","722.0","-"
"Married","4001.0","1751.0","2250.0","-"
"Other","475.0","158.0","317.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","448.0","235.0","213.0","-"
"Professional and technical","627.0","260.0","367.0","-"
"Sales","348.0","140.0","208.0","-"
"Administrative support","272.0","66.0","206.0","-"
"Farming, forestry, fisheries","11.0","11.0","-","-"
"Operators, fabricators, laborers","408.0","292.0","116.0","-"
"Precision production, craft, repair","163.0","147.0","16.0","-"
"Service","573.0","204.0","369.0","-"
"Military","21.0","17.0","4.0","-"
"No occupation","1126.0","342.0","784.0","-"
"Unknown","1911.0","905.0","1006.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"China","192.0","88.0","104.0","-"
"Colombia","241.0","100.0","141.0","-"
"Dominican Republic","291.0","111.0","180.0","-"
"Ecuador","161.0","68.0","93.0","-"
"El Salvador","374.0","147.0","227.0","-"
"Guyana","131.0","57.0","74.0","-"
"Haiti","257.0","109.0","148.0","-"
"India","561.0","261.0","300.0","-"
"Iran","201.0","93.0","108.0","-"
"Ireland","108.0","58.0","50.0","-"
"Italy","99.0","49.0","50.0","-"
"Jamaica","373.0","138.0","235.0","-"
"Korea","207.0","98.0","109.0","-"
"Pakistan","196.0","106.0","90.0","-"
"Peru","148.0","67.0","81.0","-"
"Philippines","180.0","75.0","105.0","-"
"Poland","269.0","113.0","156.0","-"
"Trinidad and Tobago","140.0","44.0","96.0","-"
"Turkey","105.0","64.0","41.0","-"
"United Kingdom","90.0","38.0","52.0","-"
"Other","1576.0","731.0","845.0","-"
"Unknown","8.0","4.0","4.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
