"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Lafayette, IN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","112.0","56.0","56.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","13.0","9.0","4.0","-"
"25-34 years","34.0","16.0","18.0","-"
"35-44 years","32.0","16.0","16.0","-"
"45-54 years","18.0","9.0","9.0","-"
"55-64 years","11.0","6.0","5.0","-"
"65 years and over","4.0","-","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","18.0","13.0","5.0","-"
"Married","84.0","40.0","44.0","-"
"Other","10.0","3.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","9.0","D","D","-"
"Professional and technical","30.0","21.0","9.0","-"
"Sales","4.0","D","D","-"
"Administrative support","6.0","-","6.0","-"
"Farming, forestry, fisheries","D","-","D","-"
"Operators, fabricators, laborers","8.0","D","D","-"
"Precision production, craft, repair","D","D","D","-"
"Service","7.0","D","D","-"
"Military","-","-","-","-"
"No occupation","19.0","7.0","12.0","-"
"Unknown","26.0","11.0","15.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","D","D","D","-"
"Algeria","D","D","-","-"
"Argentina","D","D","D","-"
"Canada","8.0","4.0","4.0","-"
"China","8.0","4.0","4.0","-"
"Egypt","D","D","D","-"
"El Salvador","3.0","D","D","-"
"Germany","D","-","D","-"
"India","16.0","9.0","7.0","-"
"Iran","D","D","D","-"
"Japan","D","D","-","-"
"Jordan","D","D","D","-"
"Korea","3.0","D","D","-"
"Mexico","19.0","8.0","11.0","-"
"Nigeria","D","D","-","-"
"Philippines","4.0","D","D","-"
"Poland","3.0","D","D","-"
"Russia","3.0","D","D","-"
"Sudan","4.0","D","D","-"
"United Kingdom","3.0","3.0","-","-"
"Other","19.0","9.0","10.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
