"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: San Francisco, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","10227.0","4523.0","5704.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","985.0","455.0","530.0","-"
"25-34 years","2436.0","1040.0","1396.0","-"
"35-44 years","2583.0","1226.0","1357.0","-"
"45-54 years","1713.0","748.0","965.0","-"
"55-64 years","1335.0","548.0","787.0","-"
"65 years and over","1175.0","506.0","669.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","2642.0","1370.0","1272.0","-"
"Married","6248.0","2749.0","3499.0","-"
"Other","1336.0","403.0","933.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","565.0","299.0","266.0","-"
"Professional and technical","795.0","386.0","409.0","-"
"Sales","625.0","251.0","374.0","-"
"Administrative support","364.0","83.0","281.0","-"
"Farming, forestry, fisheries","8.0","8.0","-","-"
"Operators, fabricators, laborers","518.0","342.0","176.0","-"
"Precision production, craft, repair","198.0","174.0","24.0","-"
"Service","1031.0","442.0","589.0","-"
"Military","25.0","20.0","5.0","-"
"No occupation","2649.0","991.0","1658.0","-"
"Unknown","3449.0","1527.0","1922.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Burma","160.0","80.0","80.0","-"
"China","2425.0","965.0","1460.0","-"
"El Salvador","380.0","151.0","229.0","-"
"Guatemala","104.0","39.0","65.0","-"
"Hong Kong","484.0","234.0","250.0","-"
"India","267.0","132.0","135.0","-"
"Iran","230.0","110.0","120.0","-"
"Ireland","202.0","115.0","87.0","-"
"Japan","103.0","41.0","62.0","-"
"Korea","141.0","56.0","85.0","-"
"Mexico","578.0","303.0","275.0","-"
"Nicaragua","167.0","71.0","96.0","-"
"Peru","143.0","57.0","86.0","-"
"Philippines","1480.0","630.0","850.0","-"
"Russia","210.0","87.0","123.0","-"
"Soviet Union (former)","111.0","52.0","59.0","-"
"Taiwan","202.0","83.0","119.0","-"
"Ukraine","372.0","168.0","204.0","-"
"United Kingdom","187.0","103.0","84.0","-"
"Vietnam","326.0","129.0","197.0","-"
"Other","1938.0","909.0","1029.0","-"
"Unknown","17.0","8.0","9.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
