"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Sebastian-Vero Beach, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","211.0","107.0","104.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","18.0","7.0","11.0","-"
"25 to 34 years","43.0","20.0","23.0","-"
"35 to 44 years","66.0","36.0","30.0","-"
"45 to 54 years","42.0","23.0","19.0","-"
"55 to 64 years","25.0","13.0","12.0","-"
"65 years and over","17.0","8.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","25.0","13.0","12.0","-"
"Married","158.0","81.0","77.0","-"
"Other","28.0","13.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","31.0","10.0","21.0","-"
"Service occupations","20.0","10.0","10.0","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","3.0","3.0","-","-"
"Production, transportation, and material moving occupations","11.0","11.0","-","-"
"Military","D","-","D","-"
"No occupation/not working outside home","26.0","5.0","21.0","-"
"Homemakers","5.0","-","5.0","-"
"Students or children","11.0","D","D","-"
"Retirees","5.0","D","D","-"
"Unemployed","5.0","-","5.0","-"
"Unknown","110.0","63.0","47.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","3.0","D","D","-"
"Canada","4.0","D","D","-"
"China","3.0","-","3.0","-"
"Colombia","14.0","3.0","11.0","-"
"Cuba","16.0","10.0","6.0","-"
"Egypt","3.0","D","D","-"
"Germany","4.0","D","D","-"
"Guatemala","5.0","D","D","-"
"Haiti","14.0","8.0","6.0","-"
"Hungary","4.0","D","D","-"
"India","10.0","5.0","5.0","-"
"Jamaica","15.0","4.0","11.0","-"
"Mexico","47.0","32.0","15.0","-"
"Peru","4.0","D","D","-"
"Philippines","5.0","D","D","-"
"Poland","3.0","-","3.0","-"
"Russia","3.0","D","D","-"
"United Kingdom","7.0","D","D","-"
"Venezuela","5.0","D","D","-"
"Vietnam","7.0","3.0","4.0","-"
"Other","35.0","20.0","15.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
