"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Madera-Chowchilla, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","244.0","137.0","107.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","19.0","8.0","11.0","-"
"25 to 34 years","51.0","22.0","29.0","-"
"35 to 44 years","64.0","40.0","24.0","-"
"45 to 54 years","39.0","27.0","12.0","-"
"55 to 64 years","52.0","28.0","24.0","-"
"65 years and over","19.0","12.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","35.0","17.0","18.0","-"
"Married","183.0","106.0","77.0","-"
"Other","26.0","14.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","40.0","23.0","17.0","-"
"Service occupations","17.0","D","D","-"
"Sales and office occupations","9.0","3.0","6.0","-"
"Farming, fishing, and forestry occupations","12.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","40.0","32.0","8.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","33.0","10.0","23.0","-"
"Homemakers","12.0","-","12.0","-"
"Students or children","9.0","D","D","-"
"Retirees","8.0","D","D","-"
"Unemployed","4.0","D","D","-"
"Unknown","86.0","52.0","34.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Armenia","D","-","D","-"
"Cambodia","D","-","D","-"
"Canada","D","D","-","-"
"Colombia","D","-","D","-"
"Denmark","D","-","D","-"
"Ecuador","3.0","D","D","-"
"El Salvador","17.0","11.0","6.0","-"
"Guatemala","D","D","D","-"
"Honduras","D","D","-","-"
"India","24.0","9.0","15.0","-"
"Laos","D","D","D","-"
"Lebanon","D","D","-","-"
"Mexico","159.0","93.0","66.0","-"
"Pakistan","4.0","D","D","-"
"Philippines","D","D","D","-"
"Portugal","D","D","-","-"
"Thailand","D","-","D","-"
"United Kingdom","D","D","-","-"
"Vietnam","D","D","D","-"
"Yemen","3.0","D","D","-"
"Other","10.0","6.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
