"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Wilson, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","83.0","35.0","48.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","6.0","D","D","-"
"25 to 34 years","26.0","6.0","20.0","-"
"35 to 44 years","22.0","10.0","12.0","-"
"45 to 54 years","17.0","9.0","8.0","-"
"55 to 64 years","9.0","D","D","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","9.0","4.0","5.0","-"
"Married","67.0","31.0","36.0","-"
"Other","7.0","-","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","13.0","D","D","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","D","-","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","8.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","7.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","4.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","50.0","18.0","32.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Algeria","3.0","D","D","-"
"Brazil","D","-","D","-"
"Cambodia","D","D","-","-"
"Canada","5.0","D","D","-"
"China","D","-","D","-"
"Colombia","D","-","D","-"
"Czechoslovakia (former)","D","D","-","-"
"Germany","D","D","-","-"
"Guatemala","D","-","D","-"
"Haiti","D","-","D","-"
"Hungary","D","-","D","-"
"India","5.0","D","D","-"
"Jamaica","D","D","D","-"
"Jordan","D","-","D","-"
"Mexico","30.0","10.0","20.0","-"
"Morocco","5.0","D","D","-"
"Nicaragua","D","D","-","-"
"Philippines","D","D","D","-"
"Vietnam","6.0","3.0","3.0","-"
"Yemen","D","D","-","-"
"Other","8.0","3.0","5.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
