"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Elizabethtown, KY","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","77.0","33.0","44.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","8.0","D","D","-"
"25 to 34 years","31.0","13.0","18.0","-"
"35 to 44 years","20.0","9.0","11.0","-"
"45 to 54 years","11.0","D","D","-"
"55 to 64 years","4.0","D","D","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","11.0","D","D","-"
"Married","61.0","23.0","38.0","-"
"Other","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","12.0","7.0","5.0","-"
"Service occupations","5.0","-","5.0","-"
"Sales and office occupations","3.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","-","D","-"
"Military","10.0","6.0","4.0","-"
"No occupation/not working outside home","11.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","5.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","D","-","D","-"
"Unknown","33.0","15.0","18.0","-"
"","","","",""
"Leading countries of birth","","","",""
"British Virgin Islands","D","-","D","-"
"Burkina Faso","D","D","-","-"
"Cambodia","D","D","-","-"
"Canada","D","-","D","-"
"China","D","D","D","-"
"Colombia","4.0","D","D","-"
"Cuba","D","-","D","-"
"Dominican Republic","D","D","-","-"
"Ecuador","D","D","D","-"
"Germany","12.0","3.0","9.0","-"
"Guatemala","D","-","D","-"
"Haiti","D","D","-","-"
"Jordan","D","D","-","-"
"Korea, South","5.0","-","5.0","-"
"Mexico","6.0","D","D","-"
"Pakistan","4.0","D","D","-"
"Philippines","5.0","D","D","-"
"Russia","D","-","D","-"
"Samoa","D","-","D","-"
"United Kingdom","3.0","3.0","-","-"
"Other","18.0","9.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
