"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: New Bern, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","141.0","72.0","69.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","22.0","16.0","6.0","-"
"25 to 34 years","52.0","28.0","24.0","-"
"35 to 44 years","24.0","13.0","11.0","-"
"45 to 54 years","22.0","9.0","13.0","-"
"55 to 64 years","13.0","D","D","-"
"65 years and over","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","31.0","25.0","6.0","-"
"Married","99.0","41.0","58.0","-"
"Other","11.0","6.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","17.0","9.0","8.0","-"
"Service occupations","9.0","4.0","5.0","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","4.0","D","D","-"
"Military","18.0","D","D","-"
"No occupation/not working outside home","19.0","5.0","14.0","-"
"Homemakers","4.0","-","4.0","-"
"Students or children","10.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","D","D","D","-"
"Unknown","69.0","33.0","36.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bolivia","D","D","-","-"
"Bosnia and Herzegovina","5.0","D","D","-"
"Burma","8.0","5.0","3.0","-"
"Canada","4.0","D","D","-"
"Colombia","5.0","D","D","-"
"Germany","4.0","D","D","-"
"Grenada","3.0","D","D","-"
"Haiti","4.0","D","D","-"
"Honduras","D","D","D","-"
"India","5.0","D","D","-"
"Jamaica","6.0","D","D","-"
"Korea, South","3.0","3.0","-","-"
"Mexico","15.0","8.0","7.0","-"
"Peru","4.0","D","D","-"
"Philippines","11.0","5.0","6.0","-"
"Russia","5.0","D","D","-"
"Thailand","4.0","D","D","-"
"United Kingdom","5.0","D","D","-"
"Vietnam","3.0","D","D","-"
"Yemen","5.0","5.0","-","-"
"Other","38.0","16.0","22.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
