"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Chico, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","191.0","79.0","112.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","26.0","14.0","12.0","-"
"25 to 34 years","53.0","19.0","34.0","-"
"35 to 44 years","44.0","15.0","29.0","-"
"45 to 54 years","27.0","11.0","16.0","-"
"55 to 64 years","23.0","11.0","12.0","-"
"65 years and over","18.0","9.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","38.0","20.0","18.0","-"
"Married","132.0","53.0","79.0","-"
"Other","21.0","6.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","36.0","15.0","21.0","-"
"Service occupations","24.0","D","D","-"
"Sales and office occupations","11.0","4.0","7.0","-"
"Farming, fishing, and forestry occupations","4.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","15.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","34.0","14.0","20.0","-"
"Homemakers","D","-","D","-"
"Students or children","23.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","5.0","D","D","-"
"Unknown","64.0","29.0","35.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","D","-","D","-"
"Canada","5.0","D","D","-"
"China","6.0","D","D","-"
"Costa Rica","D","D","D","-"
"Czechoslovakia (former)","D","D","D","-"
"Egypt","4.0","D","D","-"
"El Salvador","D","-","D","-"
"Finland","D","D","D","-"
"Germany","3.0","-","3.0","-"
"India","15.0","6.0","9.0","-"
"Italy","D","-","D","-"
"Korea, South","D","-","D","-"
"Laos","19.0","7.0","12.0","-"
"Mexico","55.0","30.0","25.0","-"
"Philippines","11.0","D","D","-"
"Poland","3.0","D","D","-"
"Syria","11.0","5.0","6.0","-"
"Thailand","6.0","D","D","-"
"United Kingdom","7.0","D","D","-"
"Vietnam","4.0","-","4.0","-"
"Other","28.0","14.0","14.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
