"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Palm Bay-Melbourne-Titusville, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","675.0","292.0","383.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","43.0","25.0","18.0","-"
"25 to 34 years","130.0","51.0","79.0","-"
"35 to 44 years","194.0","84.0","110.0","-"
"45 to 54 years","169.0","71.0","98.0","-"
"55 to 64 years","87.0","37.0","50.0","-"
"65 years and over","52.0","24.0","28.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","93.0","58.0","35.0","-"
"Married","472.0","191.0","281.0","-"
"Other","110.0","43.0","67.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","127.0","74.0","53.0","-"
"Service occupations","25.0","5.0","20.0","-"
"Sales and office occupations","29.0","12.0","17.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","8.0","8.0","-","-"
"Production, transportation, and material moving occupations","26.0","D","D","-"
"Military","6.0","D","D","-"
"No occupation/not working outside home","84.0","30.0","54.0","-"
"Homemakers","17.0","D","D","-"
"Students or children","49.0","21.0","28.0","-"
"Retirees","8.0","5.0","3.0","-"
"Unemployed","10.0","D","D","-"
"Unknown","370.0","145.0","225.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","18.0","8.0","10.0","-"
"Canada","22.0","11.0","11.0","-"
"China","18.0","6.0","12.0","-"
"Colombia","27.0","5.0","22.0","-"
"Cuba","31.0","16.0","15.0","-"
"Dominican Republic","18.0","10.0","8.0","-"
"Germany","17.0","6.0","11.0","-"
"Guyana","12.0","5.0","7.0","-"
"Haiti","30.0","13.0","17.0","-"
"India","42.0","22.0","20.0","-"
"Jamaica","62.0","29.0","33.0","-"
"Mexico","19.0","12.0","7.0","-"
"Morocco","9.0","D","D","-"
"Peru","13.0","6.0","7.0","-"
"Philippines","34.0","7.0","27.0","-"
"Thailand","10.0","5.0","5.0","-"
"Trinidad and Tobago","16.0","6.0","10.0","-"
"United Kingdom","30.0","18.0","12.0","-"
"Venezuela","10.0","D","D","-"
"Vietnam","32.0","11.0","21.0","-"
"Other","201.0","89.0","112.0","-"
"Unknown","4.0","2.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
