"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Hilton Head Island-Beaufort, SC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","201.0","92.0","109.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","28.0","16.0","12.0","-"
"25 to 34 years","67.0","25.0","42.0","-"
"35 to 44 years","47.0","21.0","26.0","-"
"45 to 54 years","30.0","13.0","17.0","-"
"55 to 64 years","17.0","9.0","8.0","-"
"65 years and over","12.0","8.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","30.0","21.0","9.0","-"
"Married","147.0","61.0","86.0","-"
"Other","24.0","10.0","14.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","31.0","13.0","18.0","-"
"Service occupations","21.0","6.0","15.0","-"
"Sales and office occupations","8.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","D","-"
"Military","22.0","D","D","-"
"No occupation/not working outside home","19.0","3.0","16.0","-"
"Homemakers","D","-","D","-"
"Students or children","9.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","95.0","47.0","48.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","3.0","D","D","-"
"Brazil","5.0","D","D","-"
"Canada","5.0","D","D","-"
"China","5.0","D","D","-"
"Colombia","11.0","4.0","7.0","-"
"Costa Rica","3.0","D","D","-"
"Cuba","8.0","4.0","4.0","-"
"Ecuador","3.0","D","D","-"
"El Salvador","8.0","D","D","-"
"Honduras","3.0","D","D","-"
"India","7.0","4.0","3.0","-"
"Jamaica","6.0","D","D","-"
"Japan","3.0","D","D","-"
"Mexico","26.0","13.0","13.0","-"
"Nicaragua","6.0","3.0","3.0","-"
"Philippines","18.0","7.0","11.0","-"
"Poland","4.0","D","D","-"
"Soviet Union (former)","6.0","D","D","-"
"United Kingdom","12.0","8.0","4.0","-"
"Vietnam","5.0","D","D","-"
"Other","52.0","22.0","30.0","-"
"Unknown","2.0","-","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
