"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: York-Hanover, PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","232.0","113.0","119.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","10.0","D","D","-"
"25 to 34 years","72.0","37.0","35.0","-"
"35 to 44 years","83.0","38.0","45.0","-"
"45 to 54 years","39.0","23.0","16.0","-"
"55 to 64 years","17.0","10.0","7.0","-"
"65 years and over","11.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","33.0","16.0","17.0","-"
"Married","175.0","83.0","92.0","-"
"Other","24.0","14.0","10.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","29.0","15.0","14.0","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","3.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","16.0","10.0","6.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","13.0","4.0","9.0","-"
"Homemakers","-","-","-","-"
"Students or children","10.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","3.0","D","D","-"
"Unknown","160.0","78.0","82.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","4.0","D","D","-"
"Cambodia","5.0","D","D","-"
"China","12.0","6.0","6.0","-"
"Colombia","6.0","D","D","-"
"Dominican Republic","17.0","11.0","6.0","-"
"Egypt","11.0","6.0","5.0","-"
"El Salvador","4.0","-","4.0","-"
"Germany","4.0","D","D","-"
"Ghana","8.0","D","D","-"
"India","12.0","5.0","7.0","-"
"Jamaica","9.0","3.0","6.0","-"
"Liberia","6.0","3.0","3.0","-"
"Mexico","12.0","8.0","4.0","-"
"Nigeria","6.0","D","D","-"
"Pakistan","5.0","D","D","-"
"Philippines","11.0","3.0","8.0","-"
"Trinidad and Tobago","5.0","D","D","-"
"Ukraine","5.0","D","D","-"
"United Kingdom","7.0","D","D","-"
"Vietnam","9.0","D","D","-"
"Other","74.0","39.0","35.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
