"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Columbus, OH","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2742.0","1401.0","1341.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","226.0","114.0","112.0","-"
"25 to 34 years","877.0","399.0","478.0","-"
"35 to 44 years","933.0","517.0","416.0","-"
"45 to 54 years","387.0","220.0","167.0","-"
"55 to 64 years","180.0","91.0","89.0","-"
"65 years and over","139.0","60.0","79.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","544.0","327.0","217.0","-"
"Married","1839.0","922.0","917.0","-"
"Other","359.0","152.0","207.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","601.0","325.0","276.0","-"
"Service occupations","221.0","79.0","142.0","-"
"Sales and office occupations","152.0","70.0","82.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","16.0","16.0","-","-"
"Production, transportation, and material moving occupations","238.0","D","D","-"
"Military","D","D","D","-"
"No occupation/not working outside home","355.0","151.0","204.0","-"
"Homemakers","26.0","-","26.0","-"
"Students or children","273.0","130.0","143.0","-"
"Retirees","13.0","6.0","7.0","-"
"Unemployed","43.0","15.0","28.0","-"
"Unknown","1151.0","591.0","560.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Cambodia","29.0","13.0","16.0","-"
"China","137.0","54.0","83.0","-"
"Egypt","30.0","21.0","9.0","-"
"Ethiopia","147.0","84.0","63.0","-"
"Ghana","163.0","95.0","68.0","-"
"India","415.0","220.0","195.0","-"
"Iran","32.0","15.0","17.0","-"
"Jordan","31.0","22.0","9.0","-"
"Kenya","29.0","18.0","11.0","-"
"Korea, South","34.0","10.0","24.0","-"
"Liberia","34.0","16.0","18.0","-"
"Mexico","54.0","30.0","24.0","-"
"Morocco","62.0","40.0","22.0","-"
"Nigeria","49.0","21.0","28.0","-"
"Pakistan","44.0","29.0","15.0","-"
"Philippines","51.0","8.0","43.0","-"
"Russia","46.0","17.0","29.0","-"
"Sierra Leone","62.0","31.0","31.0","-"
"Somalia","396.0","219.0","177.0","-"
"Vietnam","35.0","9.0","26.0","-"
"Other","855.0","425.0","430.0","-"
"Unknown","7.0","4.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
