"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Vallejo-Fairfield, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1070.0","448.0","622.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","111.0","56.0","55.0","-"
"25 to 34 years","279.0","109.0","170.0","-"
"35 to 44 years","281.0","114.0","167.0","-"
"45 to 54 years","162.0","69.0","93.0","-"
"55 to 64 years","148.0","57.0","91.0","-"
"65 years and over","89.0","43.0","46.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","195.0","102.0","93.0","-"
"Married","757.0","306.0","451.0","-"
"Other","115.0","37.0","78.0","-"
"Unknown","3.0","3.0","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","205.0","79.0","126.0","-"
"Service occupations","123.0","39.0","84.0","-"
"Sales and office occupations","82.0","22.0","60.0","-"
"Farming, fishing, and forestry occupations","5.0","5.0","-","-"
"Construction, extraction, maintenance and repair occupations","21.0","21.0","-","-"
"Production, transportation, and material moving occupations","87.0","61.0","26.0","-"
"Military","32.0","23.0","9.0","-"
"No occupation/not working outside home","130.0","45.0","85.0","-"
"Homemakers","29.0","-","29.0","-"
"Students or children","78.0","32.0","46.0","-"
"Retirees","16.0","9.0","7.0","-"
"Unemployed","7.0","4.0","3.0","-"
"Unknown","385.0","153.0","232.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","6.0","D","D","-"
"Brazil","9.0","D","D","-"
"Cambodia","6.0","D","D","-"
"Canada","11.0","4.0","7.0","-"
"China","22.0","11.0","11.0","-"
"Colombia","6.0","D","D","-"
"El Salvador","41.0","18.0","23.0","-"
"Fiji","12.0","5.0","7.0","-"
"Guatemala","16.0","7.0","9.0","-"
"India","83.0","42.0","41.0","-"
"Iran","12.0","3.0","9.0","-"
"Jordan","8.0","5.0","3.0","-"
"Korea, South","11.0","3.0","8.0","-"
"Mexico","242.0","120.0","122.0","-"
"Nicaragua","9.0","5.0","4.0","-"
"Peru","12.0","5.0","7.0","-"
"Philippines","372.0","129.0","243.0","-"
"Thailand","9.0","D","D","-"
"United Kingdom","8.0","D","D","-"
"Vietnam","32.0","12.0","20.0","-"
"Other","142.0","61.0","81.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
