"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: El Paso, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3512.0","1628.0","1884.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","267.0","127.0","140.0","-"
"25 to 34 years","816.0","404.0","412.0","-"
"35 to 44 years","815.0","367.0","448.0","-"
"45 to 54 years","599.0","290.0","309.0","-"
"55 to 64 years","643.0","271.0","372.0","-"
"65 years and over","372.0","169.0","203.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","629.0","312.0","317.0","-"
"Married","2386.0","1160.0","1226.0","-"
"Other","497.0","156.0","341.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","309.0","176.0","133.0","-"
"Service occupations","82.0","31.0","51.0","-"
"Sales and office occupations","130.0","43.0","87.0","-"
"Farming, fishing, and forestry occupations","4.0","4.0","-","-"
"Construction, extraction, maintenance and repair occupations","35.0","31.0","4.0","-"
"Production, transportation, and material moving occupations","175.0","129.0","46.0","-"
"Military","45.0","39.0","6.0","-"
"No occupation/not working outside home","401.0","115.0","286.0","-"
"Homemakers","62.0","-","62.0","-"
"Students or children","257.0","75.0","182.0","-"
"Retirees","49.0","31.0","18.0","-"
"Unemployed","33.0","9.0","24.0","-"
"Unknown","2331.0","1060.0","1271.0","-"
"","","","",""
"Leading countries of birth","","","",""
"China","8.0","D","D","-"
"Colombia","9.0","4.0","5.0","-"
"Cuba","10.0","7.0","3.0","-"
"Dominican Republic","9.0","5.0","4.0","-"
"El Salvador","16.0","11.0","5.0","-"
"Germany","29.0","9.0","20.0","-"
"Guatemala","10.0","6.0","4.0","-"
"Haiti","8.0","D","D","-"
"India","27.0","12.0","15.0","-"
"Iran","9.0","6.0","3.0","-"
"Jamaica","11.0","4.0","7.0","-"
"Korea, South","32.0","9.0","23.0","-"
"Lebanon","9.0","5.0","4.0","-"
"Mexico","3071.0","1413.0","1658.0","-"
"Nicaragua","8.0","3.0","5.0","-"
"Panama","11.0","3.0","8.0","-"
"Philippines","42.0","14.0","28.0","-"
"Syria","9.0","6.0","3.0","-"
"Taiwan","7.0","3.0","4.0","-"
"Vietnam","10.0","6.0","4.0","-"
"Other","151.0","88.0","63.0","-"
"Unknown","16.0","3.0","13.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
