"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: San Angelo, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","77.0","41.0","36.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","10.0","D","D","-"
"25 to 34 years","11.0","6.0","5.0","-"
"35 to 44 years","16.0","7.0","9.0","-"
"45 to 54 years","17.0","7.0","10.0","-"
"55 to 64 years","18.0","13.0","5.0","-"
"65 years and over","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","9.0","5.0","4.0","-"
"Married","58.0","31.0","27.0","-"
"Other","10.0","5.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","6.0","3.0","3.0","-"
"Service occupations","7.0","D","D","-"
"Sales and office occupations","3.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","D","D","-"
"Production, transportation, and material moving occupations","7.0","D","D","-"
"Military","D","D","D","-"
"No occupation/not working outside home","D","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","D","D","-","-"
"Retirees","-","-","-","-"
"Unemployed","D","-","D","-"
"Unknown","46.0","24.0","22.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","-","D","-"
"Canada","D","-","D","-"
"China","D","-","D","-"
"Germany","D","D","D","-"
"Guatemala","3.0","D","D","-"
"Honduras","D","D","-","-"
"India","3.0","-","3.0","-"
"Korea, South","D","-","D","-"
"Mexico","54.0","33.0","21.0","-"
"Nicaragua","D","D","-","-"
"Nigeria","D","D","-","-"
"Philippines","D","-","D","-"
"Spain","D","D","D","-"
"Thailand","D","-","D","-"
"United Kingdom","D","-","D","-"
"Vietnam","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
