"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: McAllen-Edinburg-Mission, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2030.0","956.0","1074.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","149.0","79.0","70.0","-"
"25 to 34 years","485.0","238.0","247.0","-"
"35 to 44 years","560.0","240.0","320.0","-"
"45 to 54 years","325.0","155.0","170.0","-"
"55 to 64 years","333.0","149.0","184.0","-"
"65 years and over","178.0","95.0","83.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","315.0","153.0","162.0","-"
"Married","1487.0","741.0","746.0","-"
"Other","228.0","62.0","166.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","254.0","111.0","143.0","-"
"Service occupations","57.0","D","D","-"
"Sales and office occupations","85.0","34.0","51.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","27.0","D","D","-"
"Production, transportation, and material moving occupations","114.0","71.0","43.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","212.0","89.0","123.0","-"
"Homemakers","35.0","-","35.0","-"
"Students or children","114.0","53.0","61.0","-"
"Retirees","27.0","17.0","10.0","-"
"Unemployed","36.0","19.0","17.0","-"
"Unknown","1271.0","595.0","676.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","5.0","D","D","-"
"Canada","11.0","7.0","4.0","-"
"Colombia","7.0","3.0","4.0","-"
"Cuba","10.0","5.0","5.0","-"
"Dominican Republic","4.0","D","D","-"
"El Salvador","10.0","7.0","3.0","-"
"Guatemala","8.0","D","D","-"
"Haiti","3.0","D","D","-"
"Honduras","5.0","D","D","-"
"India","17.0","11.0","6.0","-"
"Jamaica","3.0","D","D","-"
"Korea, South","6.0","D","D","-"
"Lebanon","3.0","3.0","-","-"
"Mexico","1725.0","812.0","913.0","-"
"Nicaragua","10.0","6.0","4.0","-"
"Pakistan","9.0","6.0","3.0","-"
"Peru","5.0","D","D","-"
"Philippines","119.0","44.0","75.0","-"
"Venezuela","4.0","D","D","-"
"Vietnam","15.0","4.0","11.0","-"
"Other","50.0","28.0","22.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
