"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Ames, IA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","93.0","54.0","39.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","16.0","10.0","6.0","-"
"25 to 34 years","21.0","10.0","11.0","-"
"35 to 44 years","26.0","15.0","11.0","-"
"45 to 54 years","17.0","10.0","7.0","-"
"55 to 64 years","6.0","D","D","-"
"65 years and over","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","26.0","D","D","-"
"Married","61.0","33.0","28.0","-"
"Other","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","19.0","13.0","6.0","-"
"Service occupations","4.0","D","D","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","4.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","32.0","16.0","16.0","-"
"Homemakers","D","-","D","-"
"Students or children","25.0","13.0","12.0","-"
"Retirees","3.0","D","D","-"
"Unemployed","D","D","D","-"
"Unknown","30.0","20.0","10.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Burkina Faso","4.0","D","D","-"
"Canada","3.0","D","D","-"
"China","8.0","5.0","3.0","-"
"Colombia","5.0","D","D","-"
"Dominican Republic","D","D","D","-"
"Egypt","D","D","D","-"
"Estonia","4.0","D","D","-"
"France","3.0","3.0","-","-"
"India","8.0","D","D","-"
"Jordan","D","-","D","-"
"Korea, South","5.0","D","D","-"
"Liberia","D","D","-","-"
"Nepal","D","D","-","-"
"Pakistan","D","D","-","-"
"Soviet Union (former)","3.0","D","D","-"
"Sudan","3.0","3.0","-","-"
"Taiwan","5.0","D","D","-"
"Turkey","3.0","D","D","-"
"Ukraine","3.0","D","D","-"
"United Kingdom","3.0","3.0","-","-"
"Other","21.0","11.0","10.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
