"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Denmark","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","210.0","96.0","114.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","5.0","D","D","-"
"25-34 years","27.0","14.0","13.0","-"
"35-44 years","52.0","26.0","26.0","-"
"45-54 years","35.0","21.0","14.0","-"
"55-64 years","53.0","23.0","30.0","-"
"65 years and over","38.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","28.0","13.0","15.0","-"
"Married","147.0","68.0","79.0","-"
"Other","34.0","15.0","19.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","47.0","D","D","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","8.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","3.0","3.0","-","-"
"No occupation/not working outside home","29.0","11.0","18.0","-"
"Homemakers","8.0","-","8.0","-"
"Students or children","D","4.0","D","-"
"Retirees","12.0","7.0","5.0","-"
"Unemployed","D","-","D","-"
"Unknown","119.0","46.0","73.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","3.0","-","3.0","-"
"California","52.0","29.0","23.0","-"
"Colorado","6.0","D","D","-"
"Connecticut","D","-","D","-"
"Florida","26.0","11.0","15.0","-"
"Georgia","5.0","D","D","-"
"Illinois","3.0","D","D","-"
"Maryland","4.0","D","D","-"
"Massachusetts","3.0","-","3.0","-"
"Michigan","4.0","D","D","-"
"Minnesota","D","D","D","-"
"Nevada","4.0","D","D","-"
"New Jersey","7.0","4.0","3.0","-"
"New York","13.0","5.0","8.0","-"
"Oregon","D","-","D","-"
"Pennsylvania","5.0","D","D","-"
"Texas","15.0","7.0","8.0","-"
"Virginia","4.0","D","D","-"
"Washington","6.0","D","D","-"
"Other","44.0","21.0","23.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
