"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Syria","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2105.0","1107.0","998.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","184.0","89.0","95.0","-"
"25-34 years","469.0","203.0","266.0","-"
"35-44 years","660.0","392.0","268.0","-"
"45-54 years","350.0","203.0","147.0","-"
"55-64 years","211.0","114.0","97.0","-"
"65 years and over","231.0","106.0","125.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","375.0","268.0","107.0","-"
"Married","1496.0","722.0","774.0","-"
"Other","219.0","111.0","108.0","-"
"Unknown","15.0","6.0","9.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","230.0","175.0","55.0","-"
"Service occupations","34.0","15.0","19.0","-"
"Sales and office occupations","93.0","55.0","38.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","20.0","20.0","-","-"
"Production, transportation, and material moving occupations","45.0","D","D","-"
"Military","D","D","D","-"
"No occupation/not working outside home","309.0","103.0","206.0","-"
"Homemakers","98.0","-","98.0","-"
"Students or children","129.0","64.0","65.0","-"
"Retirees","27.0","19.0","8.0","-"
"Unemployed","55.0","20.0","35.0","-"
"Unknown","1369.0","701.0","668.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","20.0","8.0","12.0","-"
"California","562.0","282.0","280.0","-"
"Colorado","9.0","6.0","3.0","-"
"Connecticut","20.0","11.0","9.0","-"
"Florida","127.0","73.0","54.0","-"
"Georgia","18.0","9.0","9.0","-"
"Illinois","167.0","83.0","84.0","-"
"Maryland","29.0","17.0","12.0","-"
"Massachusetts","62.0","36.0","26.0","-"
"Michigan","124.0","62.0","62.0","-"
"Nevada","16.0","10.0","6.0","-"
"New Jersey","144.0","78.0","66.0","-"
"New York","208.0","112.0","96.0","-"
"Ohio","70.0","36.0","34.0","-"
"Oregon","11.0","7.0","4.0","-"
"Pennsylvania","103.0","57.0","46.0","-"
"Texas","106.0","53.0","53.0","-"
"Virginia","79.0","37.0","42.0","-"
"Washington","10.0","5.0","5.0","-"
"Other","205.0","119.0","86.0","-"
"Unknown","15.0","6.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
