"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Georgia","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","627.0","243.0","383.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","50.0","23.0","27.0","-"
"25-34 years","150.0","57.0","92.0","1.0"
"35-44 years","177.0","51.0","126.0","-"
"45-54 years","128.0","52.0","76.0","-"
"55-64 years","69.0","37.0","32.0","-"
"65 years and over","53.0","23.0","30.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","78.0","40.0","38.0","-"
"Married","460.0","176.0","284.0","-"
"Other","86.0","27.0","59.0","-"
"Unknown","3.0","-","2.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","55.0","22.0","33.0","-"
"Service occupations","15.0","D","D","-"
"Sales and office occupations","18.0","5.0","13.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","31.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","74.0","19.0","55.0","-"
"Homemakers","D","-","D","-"
"Students or children","54.0","15.0","39.0","-"
"Retirees","D","D","D","-"
"Unemployed","10.0","D","D","-"
"Unknown","425.0","162.0","262.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"California","153.0","66.0","87.0","-"
"Colorado","8.0","D","D","-"
"Connecticut","13.0","4.0","9.0","-"
"Florida","20.0","9.0","11.0","-"
"Georgia","9.0","4.0","5.0","-"
"Illinois","25.0","12.0","13.0","-"
"Maryland","16.0","8.0","8.0","-"
"Massachusetts","13.0","5.0","8.0","-"
"Michigan","6.0","D","D","-"
"Minnesota","5.0","D","D","-"
"Nevada","7.0","D","D","-"
"New Jersey","88.0","20.0","68.0","-"
"New York","139.0","52.0","87.0","-"
"Ohio","13.0","6.0","7.0","-"
"Oregon","12.0","D","D","-"
"Pennsylvania","19.0","11.0","8.0","-"
"Texas","7.0","3.0","4.0","-"
"Virginia","12.0","-","12.0","-"
"Washington","31.0","16.0","15.0","-"
"Other","28.0","13.0","15.0","-"
"Unknown","3.0","-","2.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
