"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Soviet Union (former)","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3538.0","1630.0","1907.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","309.0","156.0","153.0","-"
"25-34 years","621.0","271.0","350.0","-"
"35-44 years","997.0","440.0","557.0","-"
"45-54 years","810.0","387.0","423.0","-"
"55-64 years","454.0","225.0","228.0","1.0"
"65 years and over","347.0","151.0","196.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","539.0","305.0","234.0","-"
"Married","2471.0","1142.0","1329.0","-"
"Other","504.0","173.0","331.0","-"
"Unknown","24.0","10.0","13.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","501.0","279.0","222.0","-"
"Service occupations","73.0","13.0","60.0","-"
"Sales and office occupations","109.0","22.0","87.0","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","33.0","33.0","-","-"
"Production, transportation, and material moving occupations","90.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","395.0","134.0","261.0","-"
"Homemakers","51.0","D","D","-"
"Students or children","269.0","105.0","164.0","-"
"Retirees","42.0","16.0","26.0","-"
"Unemployed","33.0","D","D","-"
"Unknown","2325.0","1062.0","1262.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","45.0","22.0","23.0","-"
"California","572.0","274.0","298.0","-"
"Colorado","59.0","28.0","31.0","-"
"Connecticut","39.0","17.0","22.0","-"
"Florida","192.0","74.0","118.0","-"
"Georgia","46.0","18.0","28.0","-"
"Illinois","287.0","134.0","153.0","-"
"Maryland","161.0","84.0","77.0","-"
"Massachusetts","208.0","110.0","98.0","-"
"Michigan","65.0","20.0","45.0","-"
"Minnesota","47.0","22.0","25.0","-"
"New Jersey","318.0","144.0","174.0","-"
"New York","572.0","258.0","314.0","-"
"Ohio","70.0","34.0","36.0","-"
"Oregon","135.0","67.0","68.0","-"
"Pennsylvania","92.0","48.0","44.0","-"
"Texas","70.0","25.0","45.0","-"
"Virginia","95.0","37.0","58.0","-"
"Washington","139.0","71.0","68.0","-"
"Other","302.0","133.0","169.0","-"
"Unknown","24.0","10.0","13.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
