"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Yemen","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1080.0","736.0","344.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","98.0","51.0","47.0","-"
"25-34 years","520.0","377.0","143.0","-"
"35-44 years","239.0","189.0","50.0","-"
"45-54 years","142.0","85.0","57.0","-"
"55-64 years","63.0","31.0","32.0","-"
"65 years and over","18.0","3.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","82.0","53.0","29.0","-"
"Married","952.0","658.0","294.0","-"
"Other","35.0","18.0","17.0","-"
"Unknown","11.0","7.0","4.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","71.0","64.0","7.0","-"
"Service occupations","41.0","D","D","-"
"Sales and office occupations","103.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","123.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","154.0","43.0","111.0","-"
"Homemakers","61.0","D","D","-"
"Students or children","69.0","25.0","44.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","14.0","D","-"
"Unknown","581.0","360.0","221.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","D","D","-"
"California","193.0","131.0","62.0","-"
"Colorado","D","D","-","-"
"Connecticut","7.0","D","D","-"
"Florida","D","D","D","-"
"Georgia","3.0","D","D","-"
"Illinois","41.0","28.0","13.0","-"
"Maryland","11.0","6.0","5.0","-"
"Massachusetts","D","D","D","-"
"Michigan","413.0","260.0","153.0","-"
"Minnesota","3.0","3.0","-","-"
"New Jersey","7.0","D","D","-"
"New York","245.0","190.0","55.0","-"
"Ohio","8.0","5.0","3.0","-"
"Oregon","4.0","D","D","-"
"Pennsylvania","4.0","D","D","-"
"Texas","9.0","4.0","5.0","-"
"Virginia","29.0","22.0","7.0","-"
"Washington","8.0","4.0","4.0","-"
"Other","77.0","60.0","17.0","-"
"Unknown","11.0","7.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
