"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Ethiopia","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","7160.0","3367.0","3788.0","5.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","499.0","219.0","280.0","-"
"25-34 years","2988.0","1311.0","1677.0","-"
"35-44 years","2295.0","1105.0","1188.0","2.0"
"45-54 years","847.0","448.0","398.0","1.0"
"55-64 years","384.0","210.0","173.0","1.0"
"65 years and over","147.0","74.0","72.0","1.0"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","2140.0","1159.0","981.0","-"
"Married","3311.0","1492.0","1819.0","-"
"Other","1653.0","685.0","968.0","-"
"Unknown","56.0","31.0","20.0","5.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","412.0","204.0","208.0","-"
"Service occupations","362.0","107.0","255.0","-"
"Sales and office occupations","342.0","112.0","230.0","-"
"Farming, fishing, and forestry occupations","3.0","3.0","-","-"
"Construction, extraction, maintenance and repair occupations","21.0","21.0","-","-"
"Production, transportation, and material moving occupations","408.0","345.0","63.0","-"
"Military","41.0","37.0","4.0","-"
"No occupation/not working outside home","560.0","234.0","326.0","-"
"Homemakers","39.0","-","39.0","-"
"Students or children","474.0","220.0","254.0","-"
"Retirees","9.0","5.0","4.0","-"
"Unemployed","38.0","9.0","29.0","-"
"Unknown","5011.0","2304.0","2702.0","5.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","70.0","40.0","30.0","-"
"California","865.0","372.0","493.0","-"
"Colorado","334.0","153.0","181.0","-"
"Florida","96.0","44.0","52.0","-"
"Georgia","524.0","250.0","274.0","-"
"Illinois","132.0","62.0","70.0","-"
"Maryland","838.0","385.0","453.0","-"
"Massachusetts","178.0","82.0","96.0","-"
"Michigan","39.0","17.0","22.0","-"
"Minnesota","640.0","325.0","315.0","-"
"Nevada","243.0","125.0","118.0","-"
"New Jersey","65.0","27.0","38.0","-"
"New York","127.0","64.0","63.0","-"
"Ohio","206.0","89.0","117.0","-"
"Oregon","98.0","49.0","49.0","-"
"Pennsylvania","147.0","69.0","78.0","-"
"Texas","556.0","258.0","298.0","-"
"Virginia","908.0","405.0","503.0","-"
"Washington","294.0","132.0","162.0","-"
"Other","744.0","388.0","356.0","-"
"Unknown","56.0","31.0","20.0","5.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
