"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: San Diego-Carlsbad-San Marcos, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","11473.0","5463.0","6010.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","1257.0","713.0","544.0","-"
"25 to 34 years","3025.0","1381.0","1644.0","-"
"35 to 44 years","3123.0","1463.0","1660.0","-"
"45 to 54 years","1879.0","896.0","983.0","-"
"55 to 64 years","1195.0","574.0","621.0","-"
"65 years and over","994.0","436.0","558.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","2579.0","1502.0","1077.0","-"
"Married","7507.0","3520.0","3987.0","-"
"Other","1386.0","440.0","946.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","2788.0","1400.0","1388.0","-"
"Service occupations","1584.0","632.0","952.0","-"
"Sales and office occupations","994.0","344.0","650.0","-"
"Farming, fishing, and forestry occupations","53.0","50.0","3.0","-"
"Construction, extraction, maintenance and repair occupations","290.0","261.0","29.0","-"
"Production, transportation, and material moving occupations","919.0","650.0","269.0","-"
"Military","296.0","254.0","42.0","-"
"No occupation/not working outside home","3151.0","1039.0","2112.0","-"
"Homemakers","621.0","3.0","618.0","-"
"Students or children","1387.0","539.0","848.0","-"
"Retirees","301.0","164.0","137.0","-"
"Unemployed","842.0","333.0","509.0","-"
"Unknown","1398.0","833.0","565.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","84.0","36.0","48.0","-"
"Brazil","163.0","63.0","100.0","-"
"Cambodia","101.0","44.0","57.0","-"
"Canada","162.0","84.0","78.0","-"
"China","510.0","219.0","291.0","-"
"Ethiopia","114.0","64.0","50.0","-"
"India","388.0","212.0","176.0","-"
"Iran","349.0","164.0","185.0","-"
"Iraq","460.0","234.0","226.0","-"
"Korea, South","188.0","89.0","99.0","-"
"Laos","146.0","56.0","90.0","-"
"Mexico","3492.0","1760.0","1732.0","-"
"Peru","86.0","41.0","45.0","-"
"Philippines","1654.0","714.0","940.0","-"
"Russia","109.0","33.0","76.0","-"
"Somalia","187.0","113.0","74.0","-"
"Taiwan","139.0","50.0","89.0","-"
"Thailand","80.0","29.0","51.0","-"
"United Kingdom","158.0","86.0","72.0","-"
"Vietnam","534.0","194.0","340.0","-"
"Other","2366.0","1176.0","1190.0","-"
"Unknown","3.0","2.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
