"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Santa Barbara-Santa Maria-Goleta, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","712.0","337.0","375.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","79.0","33.0","46.0","-"
"25 to 34 years","189.0","88.0","101.0","-"
"35 to 44 years","186.0","87.0","99.0","-"
"45 to 54 years","102.0","53.0","49.0","-"
"55 to 64 years","103.0","47.0","56.0","-"
"65 years and over","53.0","29.0","24.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","146.0","80.0","66.0","-"
"Married","493.0","231.0","262.0","-"
"Other","73.0","26.0","47.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","171.0","82.0","89.0","-"
"Service occupations","106.0","41.0","65.0","-"
"Sales and office occupations","62.0","22.0","40.0","-"
"Farming, fishing, and forestry occupations","D","D","3.0","-"
"Construction, extraction, maintenance and repair occupations","17.0","17.0","-","-"
"Production, transportation, and material moving occupations","72.0","55.0","17.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","160.0","53.0","107.0","-"
"Homemakers","30.0","D","D","-"
"Students or children","88.0","33.0","55.0","-"
"Retirees","20.0","12.0","8.0","-"
"Unemployed","22.0","D","D","-"
"Unknown","110.0","56.0","54.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","10.0","4.0","6.0","-"
"Canada","18.0","9.0","9.0","-"
"China","18.0","8.0","10.0","-"
"Colombia","8.0","D","D","-"
"Ethiopia","9.0","4.0","5.0","-"
"France","8.0","5.0","3.0","-"
"Germany","15.0","6.0","9.0","-"
"Guatemala","17.0","8.0","9.0","-"
"India","19.0","10.0","9.0","-"
"Iran","14.0","8.0","6.0","-"
"Korea, South","15.0","7.0","8.0","-"
"Mexico","294.0","154.0","140.0","-"
"Peru","7.0","3.0","4.0","-"
"Philippines","76.0","23.0","53.0","-"
"Russia","12.0","4.0","8.0","-"
"Syria","11.0","8.0","3.0","-"
"Taiwan","10.0","7.0","3.0","-"
"Ukraine","7.0","D","D","-"
"United Kingdom","18.0","11.0","7.0","-"
"Vietnam","10.0","3.0","7.0","-"
"Other","116.0","50.0","66.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
