"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Modesto, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1006.0","485.0","521.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","134.0","59.0","75.0","-"
"25 to 34 years","258.0","121.0","137.0","-"
"35 to 44 years","238.0","116.0","122.0","-"
"45 to 54 years","146.0","72.0","74.0","-"
"55 to 64 years","125.0","72.0","53.0","-"
"65 years and over","105.0","45.0","60.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","239.0","122.0","117.0","-"
"Married","654.0","320.0","334.0","-"
"Other","113.0","43.0","70.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","194.0","79.0","115.0","-"
"Service occupations","110.0","45.0","65.0","-"
"Sales and office occupations","75.0","26.0","49.0","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","31.0","D","D","-"
"Production, transportation, and material moving occupations","183.0","132.0","51.0","-"
"Military","D","-","D","-"
"No occupation/not working outside home","326.0","117.0","209.0","-"
"Homemakers","54.0","D","D","-"
"Students or children","138.0","51.0","87.0","-"
"Retirees","34.0","D","D","-"
"Unemployed","100.0","43.0","57.0","-"
"Unknown","65.0","44.0","21.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","7.0","D","D","-"
"Cambodia","25.0","9.0","16.0","-"
"China","9.0","5.0","4.0","-"
"Colombia","5.0","D","D","-"
"El Salvador","13.0","6.0","7.0","-"
"Fiji","68.0","34.0","34.0","-"
"Guatemala","6.0","D","D","-"
"India","176.0","95.0","81.0","-"
"Iran","61.0","28.0","33.0","-"
"Iraq","44.0","16.0","28.0","-"
"Laos","9.0","6.0","3.0","-"
"Mexico","356.0","176.0","180.0","-"
"Pakistan","14.0","4.0","10.0","-"
"Philippines","65.0","28.0","37.0","-"
"Portugal","7.0","D","D","-"
"Syria","7.0","4.0","3.0","-"
"Thailand","11.0","4.0","7.0","-"
"Ukraine","6.0","D","D","-"
"United Kingdom","9.0","4.0","5.0","-"
"Vietnam","11.0","3.0","8.0","-"
"Other","96.0","49.0","47.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
