"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Stockton, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1845.0","884.0","961.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","181.0","79.0","102.0","-"
"25 to 34 years","493.0","213.0","280.0","-"
"35 to 44 years","481.0","239.0","242.0","-"
"45 to 54 years","288.0","154.0","134.0","-"
"55 to 64 years","227.0","113.0","114.0","-"
"65 years and over","175.0","86.0","89.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","369.0","197.0","172.0","-"
"Married","1295.0","620.0","675.0","-"
"Other","180.0","67.0","113.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","397.0","194.0","203.0","-"
"Service occupations","221.0","82.0","139.0","-"
"Sales and office occupations","141.0","57.0","84.0","-"
"Farming, fishing, and forestry occupations","18.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","38.0","35.0","3.0","-"
"Production, transportation, and material moving occupations","303.0","218.0","85.0","-"
"Military","3.0","D","D","-"
"No occupation/not working outside home","495.0","167.0","328.0","-"
"Homemakers","103.0","4.0","99.0","-"
"Students or children","217.0","77.0","140.0","-"
"Retirees","80.0","38.0","42.0","-"
"Unemployed","95.0","48.0","47.0","-"
"Unknown","229.0","114.0","115.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","54.0","26.0","28.0","-"
"Burma","8.0","D","D","-"
"Cambodia","115.0","47.0","68.0","-"
"Canada","8.0","4.0","4.0","-"
"China","51.0","18.0","33.0","-"
"Colombia","6.0","D","D","-"
"El Salvador","22.0","10.0","12.0","-"
"Fiji","39.0","18.0","21.0","-"
"Guatemala","19.0","13.0","6.0","-"
"India","409.0","219.0","190.0","-"
"Iran","10.0","5.0","5.0","-"
"Laos","27.0","11.0","16.0","-"
"Mexico","362.0","198.0","164.0","-"
"Nicaragua","7.0","D","D","-"
"Nigeria","15.0","7.0","8.0","-"
"Pakistan","104.0","53.0","51.0","-"
"Philippines","332.0","122.0","210.0","-"
"Thailand","32.0","14.0","18.0","-"
"Vietnam","70.0","30.0","40.0","-"
"Yemen","7.0","D","D","-"
"Other","148.0","76.0","72.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
