"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Little Rock-North Little Rock-Conway, AR","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","315.0","137.0","178.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","29.0","10.0","19.0","-"
"25 to 34 years","88.0","31.0","57.0","-"
"35 to 44 years","112.0","59.0","53.0","-"
"45 to 54 years","52.0","22.0","30.0","-"
"55 to 64 years","23.0","10.0","13.0","-"
"65 years and over","11.0","5.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","44.0","21.0","23.0","-"
"Married","242.0","106.0","136.0","-"
"Other","29.0","10.0","19.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","119.0","59.0","60.0","-"
"Service occupations","38.0","13.0","25.0","-"
"Sales and office occupations","25.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","28.0","13.0","15.0","-"
"Military","5.0","D","D","-"
"No occupation/not working outside home","62.0","13.0","49.0","-"
"Homemakers","20.0","-","20.0","-"
"Students or children","31.0","9.0","22.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","7.0","-"
"Unknown","32.0","18.0","14.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","3.0","D","D","-"
"Bulgaria","5.0","D","D","-"
"Cameroon","5.0","D","D","-"
"Canada","4.0","D","D","-"
"China","17.0","9.0","8.0","-"
"Costa Rica","3.0","D","D","-"
"Cuba","3.0","D","D","-"
"El Salvador","4.0","D","D","-"
"Germany","5.0","-","5.0","-"
"India","57.0","28.0","29.0","-"
"Korea, South","16.0","4.0","12.0","-"
"Mexico","42.0","21.0","21.0","-"
"Nigeria","6.0","D","D","-"
"Pakistan","15.0","8.0","7.0","-"
"Philippines","15.0","6.0","9.0","-"
"Russia","4.0","-","4.0","-"
"Taiwan","5.0","-","5.0","-"
"Thailand","10.0","D","D","-"
"United Kingdom","11.0","5.0","6.0","-"
"Vietnam","15.0","D","D","-"
"Other","70.0","33.0","37.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
