"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Lafayette, IN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","175.0","88.0","87.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","16.0","8.0","8.0","-"
"25 to 34 years","47.0","26.0","21.0","-"
"35 to 44 years","62.0","25.0","37.0","-"
"45 to 54 years","28.0","16.0","12.0","-"
"55 to 64 years","16.0","D","D","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","36.0","23.0","13.0","-"
"Married","126.0","59.0","67.0","-"
"Other","13.0","6.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","67.0","40.0","27.0","-"
"Service occupations","17.0","9.0","8.0","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","18.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","53.0","20.0","33.0","-"
"Homemakers","D","-","D","-"
"Students or children","35.0","16.0","19.0","-"
"Retirees","D","D","-","-"
"Unemployed","14.0","D","D","-"
"Unknown","15.0","1.0","14.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","D","D","D","-"
"Argentina","3.0","D","D","-"
"Brazil","D","D","D","-"
"Canada","3.0","D","D","-"
"China","15.0","9.0","6.0","-"
"Germany","3.0","D","D","-"
"India","25.0","14.0","11.0","-"
"Korea, South","4.0","-","4.0","-"
"Mexico","32.0","16.0","16.0","-"
"Nigeria","4.0","D","D","-"
"Peru","3.0","D","D","-"
"Philippines","4.0","D","D","-"
"Romania","8.0","3.0","5.0","-"
"Russia","7.0","D","D","-"
"Sudan","3.0","D","D","-"
"Syria","5.0","D","D","-"
"Taiwan","3.0","D","D","-"
"Togo","4.0","4.0","-","-"
"Turkey","4.0","D","D","-"
"Ukraine","3.0","D","D","-"
"Other","37.0","20.0","17.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
